A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Counts
2018,Colombia,CO-ANT Antioquia,Urban,Female,35-44,Spanish; Castilian,Separated,Lower,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,35-44,Spanish; Castilian,Separated,Middle,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,35-44,Spanish; Castilian,Single,Higher,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,35-44,Spanish; Castilian,Single,Lower,Lower class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,35-44,Spanish; Castilian,Single,Lower,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,35-44,Spanish; Castilian,Single,Lower,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,35-44,Spanish; Castilian,Single,Middle,Lower class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,35-44,Spanish; Castilian,Single,Middle,Lower middle class,3
2018,Colombia,CO-ANT Antioquia,Urban,Female,35-44,Spanish; Castilian,Single,Middle,Upper middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,45-54,Spanish; Castilian,Living together as married,Higher,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,45-54,Spanish; Castilian,Married,Lower,Working class,2
2018,Colombia,CO-ANT Antioquia,Urban,Female,45-54,Spanish; Castilian,Married,Middle,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,45-54,Spanish; Castilian,Separated,Lower,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,45-54,Spanish; Castilian,Separated,Middle,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,55-64,Spanish; Castilian,Divorced,Lower,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,55-64,Spanish; Castilian,Living together as married,Middle,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,55-64,Spanish; Castilian,Married,Higher,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,55-64,Spanish; Castilian,Married,Lower,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,55-64,Spanish; Castilian,Married,Middle,Lower class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,55-64,Spanish; Castilian,Separated,Middle,Upper middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,55-64,Spanish; Castilian,Single,Lower,Lower class,2
2018,Colombia,CO-ANT Antioquia,Urban,Female,55-64,Spanish; Castilian,Widowed,Lower,Lower class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,55-64,Spanish; Castilian,Widowed,Lower,Lower middle class,2
2018,Colombia,CO-ANT Antioquia,Urban,Female,65 and more years,Spanish; Castilian,Married,Lower,Upper middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,65 and more years,Spanish; Castilian,Separated,Lower,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,65 and more years,Spanish; Castilian,Single,Lower,Lower middle class,2
2018,Colombia,CO-ANT Antioquia,Urban,Female,65 and more years,Spanish; Castilian,Single,Lower,Upper middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,65 and more years,Spanish; Castilian,Widowed,Lower,Lower class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,65 and more years,Spanish; Castilian,Widowed,Lower,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Female,65 and more years,Spanish; Castilian,Widowed,Lower,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,16-24,No answer,Living together as married,Higher,Lower class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,16-24,No answer,Single,Middle,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,16-24,Spanish; Castilian,Living together as married,Higher,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,16-24,Spanish; Castilian,Living together as married,Lower,Lower middle class,2
2018,Colombia,CO-ANT Antioquia,Urban,Male,16-24,Spanish; Castilian,Living together as married,Middle,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,16-24,Spanish; Castilian,Single,Higher,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,16-24,Spanish; Castilian,Single,Lower,Lower middle class,2
2018,Colombia,CO-ANT Antioquia,Urban,Male,16-24,Spanish; Castilian,Single,Middle,Lower class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,16-24,Spanish; Castilian,Single,Middle,Lower middle class,5
2018,Colombia,CO-ANT Antioquia,Urban,Male,25-34,Spanish; Castilian,Living together as married,Higher,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,25-34,Spanish; Castilian,Living together as married,Lower,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,25-34,Spanish; Castilian,Married,Middle,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,25-34,Spanish; Castilian,Single,Higher,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,25-34,Spanish; Castilian,Single,Lower,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,25-34,Spanish; Castilian,Single,Middle,Lower class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,25-34,Spanish; Castilian,Single,Middle,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,25-34,Spanish; Castilian,Single,Middle,Upper middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,35-44,Spanish; Castilian,Divorced,Middle,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,35-44,Spanish; Castilian,Living together as married,Middle,Lower class,2
2018,Colombia,CO-ANT Antioquia,Urban,Male,35-44,Spanish; Castilian,Married,Middle,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,35-44,Spanish; Castilian,Single,Higher,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,35-44,Spanish; Castilian,Single,Lower,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,35-44,Spanish; Castilian,Single,Lower,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,35-44,Spanish; Castilian,Single,Middle,Lower class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,35-44,Spanish; Castilian,Single,Middle,Upper middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,45-54,Spanish; Castilian,Living together as married,Higher,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,45-54,Spanish; Castilian,Living together as married,Lower,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,45-54,Spanish; Castilian,Living together as married,Middle,Lower class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,45-54,Spanish; Castilian,Living together as married,Middle,Upper middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,45-54,Spanish; Castilian,Married,Higher,Upper middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,45-54,Spanish; Castilian,Married,Lower,Lower class,2
2018,Colombia,CO-ANT Antioquia,Urban,Male,45-54,Spanish; Castilian,Married,Lower,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,45-54,Spanish; Castilian,Married,Lower,Working class,2
2018,Colombia,CO-ANT Antioquia,Urban,Male,45-54,Spanish; Castilian,Married,Middle,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,45-54,Spanish; Castilian,Separated,Higher,Upper middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,45-54,Spanish; Castilian,Separated,Lower,Upper class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,45-54,Spanish; Castilian,Single,Lower,Lower class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,45-54,Spanish; Castilian,Single,Lower,Upper middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,55-64,Spanish; Castilian,Living together as married,Lower,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,55-64,Spanish; Castilian,Living together as married,Lower,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,55-64,Spanish; Castilian,Married,Lower,Lower middle class,4
2018,Colombia,CO-ANT Antioquia,Urban,Male,55-64,Spanish; Castilian,Married,Middle,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,55-64,Spanish; Castilian,Married,Middle,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,55-64,Spanish; Castilian,Single,Lower,Lower class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,55-64,Spanish; Castilian,Widowed,Lower,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,65 and more years,Spanish; Castilian,Living together as married,Lower,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,65 and more years,Spanish; Castilian,Married,Higher,Upper middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,65 and more years,Spanish; Castilian,Married,Lower,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,65 and more years,Spanish; Castilian,Married,Lower,Upper middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,65 and more years,Spanish; Castilian,Married,Lower,Working class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,65 and more years,Spanish; Castilian,Separated,Lower,Lower middle class,1
2018,Colombia,CO-ANT Antioquia,Urban,Male,65 and more years,Spanish; Castilian,Widowed,Lower,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,16-24,Spanish; Castilian,Living together as married,Lower,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,16-24,Spanish; Castilian,Living together as married,Middle,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,16-24,Spanish; Castilian,Living together as married,Middle,Working class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,16-24,Spanish; Castilian,Married,Higher,Lower class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,16-24,Spanish; Castilian,Married,Middle,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,16-24,Spanish; Castilian,Single,Higher,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,16-24,Spanish; Castilian,Single,Higher,Working class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,25-34,Spanish; Castilian,Living together as married,Middle,Lower class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,25-34,Spanish; Castilian,Living together as married,Middle,Upper middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,25-34,Spanish; Castilian,Living together as married,Middle,Working class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,25-34,Spanish; Castilian,Married,Higher,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,25-34,Spanish; Castilian,Married,Middle,Working class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,25-34,Spanish; Castilian,Single,Lower,Upper class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,25-34,Spanish; Castilian,Single,Middle,Lower class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,35-44,Spanish; Castilian,Living together as married,Lower,Working class,2
2018,Colombia,CO-ATL Atlántico,Urban,Female,35-44,Spanish; Castilian,Living together as married,Middle,Lower class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,35-44,Spanish; Castilian,Living together as married,Middle,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,35-44,Spanish; Castilian,Married,Higher,Upper class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,35-44,Spanish; Castilian,Married,Middle,Lower class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,35-44,Spanish; Castilian,Single,Middle,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,35-44,Spanish; Castilian,Widowed,Middle,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,45-54,Spanish; Castilian,Living together as married,Higher,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,45-54,Spanish; Castilian,Living together as married,Middle,Lower class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,45-54,Spanish; Castilian,Married,Middle,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,45-54,Spanish; Castilian,Separated,Middle,Working class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,55-64,Spanish; Castilian,Living together as married,Middle,Upper middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,55-64,Spanish; Castilian,Married,Lower,Lower class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,55-64,Spanish; Castilian,Married,Middle,Working class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,55-64,Spanish; Castilian,Widowed,Lower,Upper middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,65 and more years,Spanish; Castilian,Married,Lower,Working class,1
2018,Colombia,CO-ATL Atlántico,Urban,Female,65 and more years,Spanish; Castilian,Widowed,Lower,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,16-24,Spanish; Castilian,Single,Higher,Lower class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,16-24,Spanish; Castilian,Single,Higher,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,16-24,Spanish; Castilian,Single,Middle,Lower middle class,3
2018,Colombia,CO-ATL Atlántico,Urban,Male,16-24,Spanish; Castilian,Single,Middle,Upper middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,25-34,Spanish; Castilian,Living together as married,Lower,Lower class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,25-34,Spanish; Castilian,Married,Higher,Working class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,35-44,Spanish; Castilian,Living together as married,Higher,Working class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,35-44,Spanish; Castilian,Living together as married,Middle,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,35-44,Spanish; Castilian,Living together as married,Middle,Working class,2
2018,Colombia,CO-ATL Atlántico,Urban,Male,35-44,Spanish; Castilian,Married,Lower,Lower class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,35-44,Spanish; Castilian,Married,Middle,Lower class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,35-44,Spanish; Castilian,Married,Middle,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,35-44,Spanish; Castilian,Single,Lower,Upper class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,45-54,Spanish; Castilian,Living together as married,Lower,Working class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,45-54,Spanish; Castilian,Living together as married,Middle,Working class,2
2018,Colombia,CO-ATL Atlántico,Urban,Male,45-54,Spanish; Castilian,Married,Lower,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,45-54,Spanish; Castilian,Married,Middle,Lower class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,45-54,Spanish; Castilian,Single,Lower,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,45-54,Spanish; Castilian,Single,Middle,Working class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,55-64,Spanish; Castilian,Living together as married,Higher,Working class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,55-64,Spanish; Castilian,Married,Higher,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,55-64,Spanish; Castilian,Married,Lower,Lower class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,55-64,Spanish; Castilian,Married,Lower,Working class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,55-64,Spanish; Castilian,Married,Middle,Lower middle class,2
2018,Colombia,CO-ATL Atlántico,Urban,Male,65 and more years,Spanish; Castilian,Living together as married,Lower,Lower class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,65 and more years,Spanish; Castilian,Married,Middle,Lower middle class,1
2018,Colombia,CO-ATL Atlántico,Urban,Male,65 and more years,Spanish; Castilian,Widowed,Middle,Upper class,1
2018,Colombia,CO-BOL Bolívar,Rural,Female,16-24,Spanish; Castilian,Single,Higher,Lower middle class,1
2018,Colombia,CO-BOL Bolívar,Rural,Female,25-34,Spanish; Castilian,Living together as married,Higher,Working class,1
2018,Colombia,CO-BOL Bolívar,Rural,Female,25-34,Spanish; Castilian,Living together as married,Lower,Lower middle class,1
2018,Colombia,CO-BOL Bolívar,Rural,Female,25-34,Spanish; Castilian,Living together as married,Middle,Lower middle class,1
2018,Colombia,CO-BOL Bolívar,Rural,Female,25-34,Spanish; Castilian,Living together as married,Middle,Upper middle class,1
2018,Colombia,CO-BOL Bolívar,Rural,Female,25-34,Spanish; Castilian,Separated,Lower,Lower class,1
2018,Colombia,CO-BOL Bolívar,Rural,Female,35-44,Spanish; Castilian,Living together as married,Middle,Lower class,1
2018,Colombia,CO-BOL Bolívar,Rural,Female,35-44,Spanish; Castilian,Living together as married,Middle,Lower middle class,1
2018,Colombia,CO-BOL Bolívar,Rural,Female,35-44,Spanish; Castilian,Single,Middle,Lower class,1
2018,Colombia,CO-BOL Bolívar,Rural,Female,45-54,Spanish; Castilian,Living together as married,Lower,Lower class,2
2018,Colombia,CO-BOL Bolívar,Rural,Female,45-54,Spanish; Castilian,Married,Lower,Lower class,1
2018,Colombia,CO-BOL Bolívar,Rural,Female,45-54,Spanish; Castilian,Single,Middle,Lower class,1
2018,Colombia,CO-BOL Bolívar,Rural,Female,45-54,Spanish; Castilian,Widowed,Lower,Lower class,1
2018,Colombia,CO-BOL Bolívar,Rural,Female,45-54,Spanish; Castilian,Widowed,Lower,Lower middle class,1
2018,Colombia,CO-BOL Bolívar,Rural,Female,65 and more years,Spanish; Castilian,Married,Lower,Lower class,1
