A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Counts
2023,India,IN-BR Bihar,Rural,Male,16-24,Hindi,Single,Higher,Upper middle class,1
2023,India,IN-BR Bihar,Rural,Male,16-24,Hindi,Single,Lower,Working class,1
2023,India,IN-BR Bihar,Rural,Male,16-24,Hindi,Single,Middle,Lower class,1
2023,India,IN-BR Bihar,Rural,Male,16-24,Hindi,Single,Middle,Lower middle class,16
2023,India,IN-BR Bihar,Rural,Male,16-24,Hindi,Single,Middle,Upper class,1
2023,India,IN-BR Bihar,Rural,Male,16-24,Hindi,Single,Middle,Upper middle class,4
2023,India,IN-BR Bihar,Rural,Male,16-24,Hindi,Single,Middle,Working class,2
2023,India,IN-BR Bihar,Rural,Male,25-34,Hindi,Married,Higher,Lower middle class,7
2023,India,IN-BR Bihar,Rural,Male,25-34,Hindi,Married,Higher,Upper middle class,2
2023,India,IN-BR Bihar,Rural,Male,25-34,Hindi,Married,Lower,Lower middle class,1
2023,India,IN-BR Bihar,Rural,Male,25-34,Hindi,Married,Lower,Working class,1
2023,India,IN-BR Bihar,Rural,Male,25-34,Hindi,Married,Middle,Don't know,1
2023,India,IN-BR Bihar,Rural,Male,25-34,Hindi,Married,Middle,Lower middle class,4
2023,India,IN-BR Bihar,Rural,Male,25-34,Hindi,Married,Middle,Upper class,1
2023,India,IN-BR Bihar,Rural,Male,25-34,Hindi,Married,Middle,Upper middle class,1
2023,India,IN-BR Bihar,Rural,Male,25-34,Hindi,Single,Higher,Lower class,1
2023,India,IN-BR Bihar,Rural,Male,25-34,Hindi,Single,Higher,Lower middle class,4
2023,India,IN-BR Bihar,Rural,Male,25-34,Hindi,Single,Middle,Upper middle class,1
2023,India,IN-BR Bihar,Rural,Male,25-34,Other,Married,Higher,Lower middle class,1
2023,India,IN-BR Bihar,Rural,Male,35-44,Hindi,Married,Higher,Lower middle class,3
2023,India,IN-BR Bihar,Rural,Male,35-44,Hindi,Married,Higher,Working class,1
2023,India,IN-BR Bihar,Rural,Male,35-44,Hindi,Married,Lower,Lower middle class,2
2023,India,IN-BR Bihar,Rural,Male,35-44,Hindi,Married,Lower,Upper class,2
2023,India,IN-BR Bihar,Rural,Male,35-44,Hindi,Married,Middle,Lower class,1
2023,India,IN-BR Bihar,Rural,Male,35-44,Hindi,Married,Middle,Lower middle class,4
2023,India,IN-BR Bihar,Rural,Male,35-44,Hindi,Married,Middle,Upper class,1
2023,India,IN-BR Bihar,Rural,Male,35-44,Hindi,Married,Middle,Upper middle class,1
2023,India,IN-BR Bihar,Rural,Male,35-44,Hindi,Married,Middle,Working class,1
2023,India,IN-BR Bihar,Rural,Male,45-54,Hindi,Married,Lower,Lower class,1
2023,India,IN-BR Bihar,Rural,Male,45-54,Hindi,Married,Lower,Lower middle class,2
2023,India,IN-BR Bihar,Rural,Male,45-54,Hindi,Married,Lower,Upper class,1
2023,India,IN-BR Bihar,Rural,Male,45-54,Hindi,Married,Lower,Upper middle class,4
2023,India,IN-BR Bihar,Rural,Male,45-54,Hindi,Married,Middle,Lower middle class,4
2023,India,IN-BR Bihar,Rural,Male,45-54,Hindi,Married,Middle,Working class,2
2023,India,IN-BR Bihar,Rural,Male,45-54,Hindi,Single,Middle,Lower class,1
2023,India,IN-BR Bihar,Rural,Male,55-64,Hindi,Married,Higher,Lower class,1
2023,India,IN-BR Bihar,Rural,Male,55-64,Hindi,Married,Higher,Lower middle class,1
2023,India,IN-BR Bihar,Rural,Male,55-64,Hindi,Married,Lower,Don't know,1
2023,India,IN-BR Bihar,Rural,Male,55-64,Hindi,Married,Lower,Lower middle class,1
2023,India,IN-BR Bihar,Rural,Male,55-64,Hindi,Married,Lower,Upper class,1
2023,India,IN-BR Bihar,Rural,Male,55-64,Hindi,Married,Middle,Lower class,1
2023,India,IN-BR Bihar,Rural,Male,55-64,Hindi,Married,Middle,Lower middle class,4
2023,India,IN-BR Bihar,Rural,Male,55-64,Hindi,Widowed,Middle,Lower middle class,1
2023,India,IN-BR Bihar,Rural,Male,65 and more years,Hindi,Married,Don't know,Lower middle class,1
2023,India,IN-BR Bihar,Rural,Male,65 and more years,Hindi,Married,Higher,Upper middle class,1
2023,India,IN-BR Bihar,Rural,Male,65 and more years,Hindi,Married,Lower,Lower middle class,1
2023,India,IN-BR Bihar,Rural,Male,65 and more years,Hindi,Married,Middle,Lower middle class,2
2023,India,IN-BR Bihar,Urban,Female,16-24,Hindi,Married,Lower,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Female,16-24,Hindi,Single,Higher,Upper middle class,3
2023,India,IN-BR Bihar,Urban,Female,16-24,Hindi,Single,Lower,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Female,16-24,Hindi,Single,Middle,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Female,25-34,Hindi,Married,Higher,Upper middle class,3
2023,India,IN-BR Bihar,Urban,Female,25-34,Hindi,Married,Lower,Lower middle class,1
2023,India,IN-BR Bihar,Urban,Female,25-34,Hindi,Married,Lower,Upper class,1
2023,India,IN-BR Bihar,Urban,Female,25-34,Hindi,Married,Lower,Upper middle class,2
2023,India,IN-BR Bihar,Urban,Female,25-34,Hindi,Married,Middle,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Female,35-44,Hindi,Married,Lower,Lower middle class,2
2023,India,IN-BR Bihar,Urban,Female,35-44,Hindi,Married,Middle,Lower middle class,1
2023,India,IN-BR Bihar,Urban,Female,35-44,Hindi,Married,Middle,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Female,35-44,Marathi,Married,Lower,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Female,45-54,Hindi,Married,Lower,Upper class,1
2023,India,IN-BR Bihar,Urban,Female,45-54,Hindi,Married,Lower,Upper middle class,3
2023,India,IN-BR Bihar,Urban,Female,45-54,Hindi,Married,Lower,Working class,1
2023,India,IN-BR Bihar,Urban,Female,55-64,Hindi,Married,Lower,Lower middle class,1
2023,India,IN-BR Bihar,Urban,Female,55-64,Hindi,Married,Lower,Upper class,1
2023,India,IN-BR Bihar,Urban,Female,55-64,Hindi,Married,Lower,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Female,55-64,Hindi,Widowed,Middle,Working class,1
2023,India,IN-BR Bihar,Urban,Female,65 and more years,Hindi,Widowed,Lower,Lower middle class,1
2023,India,IN-BR Bihar,Urban,Male,16-24,Hindi,Married,Higher,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Male,16-24,Hindi,Married,Lower,Upper class,1
2023,India,IN-BR Bihar,Urban,Male,16-24,Hindi,Married,Lower,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Male,16-24,Hindi,Single,Higher,Lower middle class,1
2023,India,IN-BR Bihar,Urban,Male,16-24,Hindi,Single,Higher,Upper class,1
2023,India,IN-BR Bihar,Urban,Male,16-24,Hindi,Single,Higher,Upper middle class,2
2023,India,IN-BR Bihar,Urban,Male,16-24,Hindi,Single,Lower,Upper class,1
2023,India,IN-BR Bihar,Urban,Male,16-24,Hindi,Single,Lower,Upper middle class,3
2023,India,IN-BR Bihar,Urban,Male,16-24,Hindi,Single,Middle,Lower middle class,2
2023,India,IN-BR Bihar,Urban,Male,16-24,Hindi,Single,Middle,Upper middle class,6
2023,India,IN-BR Bihar,Urban,Male,25-34,Hindi,Married,Higher,Upper middle class,3
2023,India,IN-BR Bihar,Urban,Male,25-34,Hindi,Married,Lower,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Male,25-34,Hindi,Married,Lower,Working class,1
2023,India,IN-BR Bihar,Urban,Male,25-34,Hindi,Single,Higher,Upper middle class,3
2023,India,IN-BR Bihar,Urban,Male,35-44,Hindi,Married,Higher,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Male,35-44,Hindi,Married,Lower,Upper class,1
2023,India,IN-BR Bihar,Urban,Male,35-44,Hindi,Married,Lower,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Male,35-44,Hindi,Married,Middle,Upper class,1
2023,India,IN-BR Bihar,Urban,Male,35-44,Hindi,Married,Middle,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Male,35-44,Hindi,Married,Middle,Working class,2
2023,India,IN-BR Bihar,Urban,Male,45-54,Hindi,Married,Higher,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Male,45-54,Hindi,Married,Lower,Upper class,1
2023,India,IN-BR Bihar,Urban,Male,45-54,Hindi,Married,Lower,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Male,45-54,Hindi,Married,Middle,Upper middle class,1
2023,India,IN-BR Bihar,Urban,Male,45-54,"Punjabi, Panjabi",Married,Middle,Lower middle class,1
2023,India,IN-BR Bihar,Urban,Male,55-64,Hindi,Married,Lower,Upper class,1
2023,India,IN-BR Bihar,Urban,Male,55-64,Hindi,Married,Lower,Upper middle class,2
2023,India,IN-BR Bihar,Urban,Male,55-64,Hindi,Married,Middle,Upper middle class,1
2023,India,IN-DL Delhi,Rural,Female,16-24,Hindi,Living together as married,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Rural,Female,16-24,Hindi,Living together as married,Middle,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Female,16-24,Hindi,Single,Higher,Lower middle class,2
2023,India,IN-DL Delhi,Rural,Female,16-24,Hindi,Single,Higher,Upper middle class,2
2023,India,IN-DL Delhi,Rural,Female,16-24,Hindi,Single,Middle,Lower middle class,3
2023,India,IN-DL Delhi,Rural,Female,16-24,Hindi,Single,Middle,Upper middle class,5
2023,India,IN-DL Delhi,Rural,Female,16-24,"Punjabi, Panjabi",Single,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Rural,Female,25-34,Hindi,Living together as married,Higher,Lower middle class,2
2023,India,IN-DL Delhi,Rural,Female,25-34,Hindi,Living together as married,Higher,Upper middle class,2
2023,India,IN-DL Delhi,Rural,Female,25-34,Hindi,Living together as married,Middle,Upper middle class,1
2023,India,IN-DL Delhi,Rural,Female,25-34,Hindi,Single,Higher,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Female,25-34,Hindi,Single,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Rural,Female,25-34,Hindi,Single,Lower,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Female,25-34,Hindi,Single,Middle,Upper middle class,1
2023,India,IN-DL Delhi,Rural,Female,35-44,Hindi,Living together as married,Higher,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Female,35-44,Hindi,Living together as married,Lower,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Female,35-44,Hindi,Living together as married,Middle,Lower middle class,3
2023,India,IN-DL Delhi,Rural,Female,35-44,Hindi,Married,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Rural,Female,35-44,Other,Living together as married,Higher,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Female,45-54,Hindi,Living together as married,Lower,Upper middle class,1
2023,India,IN-DL Delhi,Rural,Female,45-54,Hindi,Living together as married,Middle,Lower middle class,2
2023,India,IN-DL Delhi,Rural,Female,45-54,Hindi,Living together as married,Middle,Upper middle class,1
2023,India,IN-DL Delhi,Rural,Female,45-54,Hindi,Married,Middle,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Female,45-54,Hindi,Widowed,Lower,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Female,45-54,Hindi,Widowed,Middle,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Female,45-54,Other,Married,Middle,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Female,55-64,Hindi,Widowed,Lower,Lower middle class,3
2023,India,IN-DL Delhi,Rural,Female,55-64,Hindi,Widowed,Middle,Lower middle class,2
2023,India,IN-DL Delhi,Rural,Female,55-64,Other,Married,Middle,Upper middle class,1
2023,India,IN-DL Delhi,Rural,Female,65 and more years,Hindi,Widowed,Higher,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Female,65 and more years,Hindi,Widowed,Lower,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Male,16-24,Hindi,Single,Higher,Lower middle class,2
2023,India,IN-DL Delhi,Rural,Male,16-24,Hindi,Single,Middle,Lower middle class,2
2023,India,IN-DL Delhi,Rural,Male,16-24,Hindi,Single,Middle,Upper middle class,1
2023,India,IN-DL Delhi,Rural,Male,16-24,Other,Single,Middle,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Male,25-34,Hindi,Married,Higher,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Male,25-34,Hindi,Single,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Rural,Male,25-34,Hindi,Single,Middle,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Male,35-44,Hindi,Living together as married,Higher,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Male,35-44,Hindi,Living together as married,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Rural,Male,35-44,Hindi,Married,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Rural,Male,45-54,Hindi,Living together as married,Middle,Lower middle class,2
2023,India,IN-DL Delhi,Rural,Male,55-64,Hindi,Living together as married,Higher,Working class,1
2023,India,IN-DL Delhi,Rural,Male,55-64,Hindi,Living together as married,Lower,Working class,1
2023,India,IN-DL Delhi,Rural,Male,55-64,Hindi,Married,Lower,Working class,1
2023,India,IN-DL Delhi,Rural,Male,55-64,Hindi,Married,Middle,Lower middle class,1
2023,India,IN-DL Delhi,Rural,Male,55-64,Hindi,Married,Middle,Working class,1
2023,India,IN-DL Delhi,Urban,Female,16-24,Hindi,Married,Higher,Don't know,1
2023,India,IN-DL Delhi,Urban,Female,16-24,Hindi,Single,Higher,Lower middle class,3
2023,India,IN-DL Delhi,Urban,Female,16-24,Hindi,Single,Higher,Upper class,1
2023,India,IN-DL Delhi,Urban,Female,16-24,Hindi,Single,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Female,16-24,Hindi,Single,Middle,Lower middle class,4
2023,India,IN-DL Delhi,Urban,Female,16-24,Hindi,Single,Middle,Upper middle class,5
2023,India,IN-DL Delhi,Urban,Female,16-24,Hindi,Single,Middle,Working class,1
2023,India,IN-DL Delhi,Urban,Female,16-24,Other,Single,Higher,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Female,16-24,Other,Single,Middle,Lower middle class,2
2023,India,IN-DL Delhi,Urban,Female,16-24,"Punjabi, Panjabi",Single,Middle,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Female,25-34,Bengali; Bangla,Married,Middle,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Female,25-34,Hindi,Married,Higher,Upper class,3
2023,India,IN-DL Delhi,Urban,Female,25-34,Hindi,Married,Higher,Upper middle class,4
2023,India,IN-DL Delhi,Urban,Female,25-34,Hindi,Married,Lower,Don't know,1
2023,India,IN-DL Delhi,Urban,Female,25-34,Hindi,Married,Lower,Lower class,1
2023,India,IN-DL Delhi,Urban,Female,25-34,Hindi,Married,Lower,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Female,25-34,Hindi,Married,Middle,Upper class,1
2023,India,IN-DL Delhi,Urban,Female,25-34,Hindi,Single,Higher,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Female,25-34,Hindi,Single,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Female,25-34,Other,Married,Higher,Upper middle class,2
2023,India,IN-DL Delhi,Urban,Female,35-44,Bengali; Bangla,Married,Lower,Working class,1
2023,India,IN-DL Delhi,Urban,Female,35-44,Hindi,Married,Higher,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Female,35-44,Hindi,Married,Lower,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Female,35-44,Hindi,Married,Middle,Lower middle class,3
2023,India,IN-DL Delhi,Urban,Female,35-44,Hindi,Married,Middle,Upper class,1
2023,India,IN-DL Delhi,Urban,Female,35-44,Hindi,Married,Middle,Upper middle class,2
2023,India,IN-DL Delhi,Urban,Female,35-44,Other,Married,Middle,Upper class,1
2023,India,IN-DL Delhi,Urban,Female,45-54,Hindi,Married,Higher,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Female,45-54,Hindi,Married,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Female,45-54,Hindi,Married,Lower,Lower middle class,2
2023,India,IN-DL Delhi,Urban,Female,45-54,Hindi,Married,Lower,Working class,1
2023,India,IN-DL Delhi,Urban,Female,45-54,Hindi,Married,Middle,Lower class,1
2023,India,IN-DL Delhi,Urban,Female,45-54,Hindi,Married,Middle,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Female,45-54,Hindi,Married,Middle,Upper class,1
2023,India,IN-DL Delhi,Urban,Female,45-54,Hindi,Married,Middle,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Female,45-54,Other,Married,Don't know,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Female,55-64,Don´t know,Widowed,Lower,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Female,55-64,Hindi,Married,Lower,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Female,55-64,Hindi,Married,Middle,Don't know,1
2023,India,IN-DL Delhi,Urban,Female,55-64,Hindi,Married,Middle,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Female,65 and more years,Hindi,Married,Lower,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Female,65 and more years,Hindi,Married,Lower,Working class,1
2023,India,IN-DL Delhi,Urban,Female,65 and more years,Hindi,Married,Middle,Upper class,1
2023,India,IN-DL Delhi,Urban,Female,65 and more years,Other,Widowed,Lower,Lower middle class,2
2023,India,IN-DL Delhi,Urban,Female,65 and more years,Other,Widowed,Lower,Working class,1
2023,India,IN-DL Delhi,Urban,Male,16-24,Bengali; Bangla,Single,Lower,Lower class,1
2023,India,IN-DL Delhi,Urban,Male,16-24,Hindi,Married,Higher,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Male,16-24,Hindi,Married,Middle,Lower class,1
2023,India,IN-DL Delhi,Urban,Male,16-24,Hindi,Single,Higher,Lower middle class,4
2023,India,IN-DL Delhi,Urban,Male,16-24,Hindi,Single,Higher,Upper middle class,2
2023,India,IN-DL Delhi,Urban,Male,16-24,Hindi,Single,Higher,Working class,2
2023,India,IN-DL Delhi,Urban,Male,16-24,Hindi,Single,Lower,Don't know,1
2023,India,IN-DL Delhi,Urban,Male,16-24,Hindi,Single,Lower,Lower middle class,2
2023,India,IN-DL Delhi,Urban,Male,16-24,Hindi,Single,Lower,Working class,2
2023,India,IN-DL Delhi,Urban,Male,16-24,Hindi,Single,Middle,Lower middle class,6
2023,India,IN-DL Delhi,Urban,Male,16-24,Hindi,Single,Middle,Upper middle class,5
2023,India,IN-DL Delhi,Urban,Male,16-24,Hindi,Single,Middle,Working class,5
2023,India,IN-DL Delhi,Urban,Male,16-24,Other,Single,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Male,16-24,Other,Single,Middle,Upper middle class,2
2023,India,IN-DL Delhi,Urban,Male,25-34,Hindi,Married,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Male,25-34,Hindi,Married,Lower,Lower middle class,2
2023,India,IN-DL Delhi,Urban,Male,25-34,Hindi,Married,Lower,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Male,25-34,Hindi,Married,Middle,Lower middle class,3
2023,India,IN-DL Delhi,Urban,Male,25-34,Hindi,Single,Higher,Lower middle class,3
2023,India,IN-DL Delhi,Urban,Male,25-34,Hindi,Single,Higher,Upper middle class,2
2023,India,IN-DL Delhi,Urban,Male,25-34,Hindi,Single,Middle,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Male,25-34,Other,Single,Middle,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Male,25-34,"Punjabi, Panjabi",Single,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Male,35-44,Hindi,Living together as married,Higher,Working class,1
2023,India,IN-DL Delhi,Urban,Male,35-44,Hindi,Living together as married,Middle,Lower middle class,4
2023,India,IN-DL Delhi,Urban,Male,35-44,Hindi,Married,Higher,Lower middle class,2
2023,India,IN-DL Delhi,Urban,Male,35-44,Hindi,Married,Higher,Upper middle class,3
2023,India,IN-DL Delhi,Urban,Male,35-44,Hindi,Married,Lower,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Male,35-44,Hindi,Married,Middle,Lower middle class,4
2023,India,IN-DL Delhi,Urban,Male,35-44,Hindi,Married,Middle,Upper middle class,2
2023,India,IN-DL Delhi,Urban,Male,35-44,Hindi,Married,Middle,Working class,1
2023,India,IN-DL Delhi,Urban,Male,35-44,Other,Married,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Male,35-44,"Punjabi, Panjabi",Married,Lower,Working class,1
2023,India,IN-DL Delhi,Urban,Male,45-54,Hindi,Living together as married,Middle,Working class,2
2023,India,IN-DL Delhi,Urban,Male,45-54,Hindi,Married,Lower,Lower class,1
2023,India,IN-DL Delhi,Urban,Male,45-54,Hindi,Married,Lower,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Male,45-54,Hindi,Married,Lower,Working class,1
2023,India,IN-DL Delhi,Urban,Male,45-54,Hindi,Married,Middle,Lower middle class,2
2023,India,IN-DL Delhi,Urban,Male,45-54,Hindi,Married,Middle,Upper middle class,2
2023,India,IN-DL Delhi,Urban,Male,45-54,Hindi,Married,Middle,Working class,2
2023,India,IN-DL Delhi,Urban,Male,45-54,"Punjabi, Panjabi",Married,Middle,Upper class,1
2023,India,IN-DL Delhi,Urban,Male,55-64,Hindi,Living together as married,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Male,55-64,Hindi,Married,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Male,55-64,Hindi,Married,Lower,Lower class,1
2023,India,IN-DL Delhi,Urban,Male,55-64,Hindi,Married,Lower,Working class,1
2023,India,IN-DL Delhi,Urban,Male,55-64,Hindi,Married,Middle,Lower middle class,4
2023,India,IN-DL Delhi,Urban,Male,55-64,Hindi,Married,Middle,Working class,1
2023,India,IN-DL Delhi,Urban,Male,55-64,Hindi,Widowed,Higher,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Male,55-64,Hindi,Widowed,Middle,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Male,55-64,Other,Married,Lower,Working class,1
2023,India,IN-DL Delhi,Urban,Male,65 and more years,Hindi,Married,Lower,Lower middle class,1
2023,India,IN-DL Delhi,Urban,Male,65 and more years,Hindi,Married,Middle,Upper middle class,1
2023,India,IN-DL Delhi,Urban,Male,65 and more years,Hindi,Widowed,Middle,Upper middle class,1
2023,India,IN-HR Haryana,Rural,Female,16-24,Hindi,Married,Middle,Working class,1
2023,India,IN-HR Haryana,Rural,Female,16-24,Hindi,Single,Higher,Lower class,1
2023,India,IN-HR Haryana,Rural,Female,16-24,Hindi,Single,Higher,Lower middle class,5
2023,India,IN-HR Haryana,Rural,Female,16-24,Hindi,Single,Higher,Upper middle class,1
2023,India,IN-HR Haryana,Rural,Female,16-24,Hindi,Single,Lower,Lower middle class,2
2023,India,IN-HR Haryana,Rural,Female,16-24,Hindi,Single,Middle,Lower class,1
2023,India,IN-HR Haryana,Rural,Female,16-24,Hindi,Single,Middle,Lower middle class,1
2023,India,IN-HR Haryana,Rural,Female,25-34,Hindi,Living together as married,Higher,Lower middle class,2
2023,India,IN-HR Haryana,Rural,Female,25-34,Hindi,Living together as married,Lower,Lower class,1
2023,India,IN-HR Haryana,Rural,Female,25-34,Hindi,Living together as married,Middle,Lower middle class,1
