A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Counts
2017,Russia,"RU-BA Bashkortostan, Republic",Urban,Male,16-24,Tatar,Single,Higher,Upper middle class,1
2017,Russia,"RU-BA Bashkortostan, Republic",Urban,Male,25-34,Other,Married,Higher,Lower middle class,1
2017,Russia,"RU-BA Bashkortostan, Republic",Urban,Male,25-34,Russian,Married,Higher,Lower middle class,1
2017,Russia,"RU-BA Bashkortostan, Republic",Urban,Male,25-34,Russian,Married,Middle,Upper middle class,1
2017,Russia,"RU-BA Bashkortostan, Republic",Urban,Male,25-34,Russian,Single,Higher,Upper middle class,1
2017,Russia,"RU-BA Bashkortostan, Republic",Urban,Male,35-44,Russian,Married,Higher,Lower middle class,1
2017,Russia,"RU-BA Bashkortostan, Republic",Urban,Male,35-44,Russian,Single,Middle,Lower middle class,1
2017,Russia,"RU-BA Bashkortostan, Republic",Urban,Male,35-44,Tatar,Married,Higher,Upper middle class,1
2017,Russia,"RU-BA Bashkortostan, Republic",Urban,Male,45-54,Other,Married,Higher,Upper middle class,1
2017,Russia,"RU-BA Bashkortostan, Republic",Urban,Male,45-54,Russian,Married,Higher,Lower middle class,1
2017,Russia,"RU-BA Bashkortostan, Republic",Urban,Male,45-54,Russian,Married,Middle,Lower middle class,2
2017,Russia,"RU-BA Bashkortostan, Republic",Urban,Male,55-64,Russian,Married,Middle,Upper middle class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Female,25-34,Russian,Divorced,Higher,Working class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Female,25-34,Russian,Married,Higher,Lower middle class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Female,35-44,Russian,Divorced,Higher,Lower middle class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Female,35-44,Russian,Divorced,Lower,Working class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Female,35-44,Russian,Married,Middle,Working class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Female,55-64,Russian,Divorced,Higher,Lower middle class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Female,55-64,Russian,Living together as married,Higher,Lower middle class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Female,55-64,Russian,Married,Lower,Lower middle class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Female,65 and more years,Russian,Married,Middle,Lower middle class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Female,65 and more years,Russian,Widowed,Lower,Lower class,4
2017,Russia,RU-BEL Belgorodskaya area,Rural,Female,65 and more years,Russian,Widowed,Lower,Working class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Female,65 and more years,Russian,Widowed,Middle,Working class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Male,25-34,Russian,Married,Higher,Upper middle class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Male,35-44,Russian,Married,Lower,Lower middle class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Male,35-44,Russian,Married,Middle,Working class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Male,45-54,Russian,Divorced,Lower,Lower class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Male,45-54,Russian,Divorced,Lower,Working class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Male,45-54,Russian,Married,Lower,Working class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Male,55-64,Russian,Married,Lower,Working class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Male,55-64,Russian,Married,Middle,Lower class,1
2017,Russia,RU-BEL Belgorodskaya area,Rural,Male,65 and more years,Russian,Widowed,Lower,Working class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Female,16-24,Russian,Single,Middle,Upper middle class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Female,25-34,Russian,Married,Higher,Lower middle class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Female,25-34,Russian,Single,Higher,Upper middle class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Female,35-44,Russian,Divorced,Higher,Lower middle class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Female,35-44,Russian,Divorced,Higher,Working class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Female,35-44,Russian,Married,Higher,Working class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Female,45-54,Russian,Divorced,Higher,Lower class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Female,45-54,Russian,Married,Higher,Upper middle class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Female,45-54,Russian,Widowed,Higher,Working class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Female,55-64,Russian,Divorced,Higher,Lower middle class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Female,55-64,Russian,Divorced,Higher,Working class,2
2017,Russia,RU-BRY Bryanskaya area,Urban,Female,55-64,Russian,Married,Higher,Working class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Female,65 and more years,Russian,Married,Lower,Lower class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Female,65 and more years,Russian,Widowed,Lower,Working class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Female,65 and more years,Russian,Widowed,Middle,Working class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Male,16-24,Russian,Single,Middle,Don't know,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Male,35-44,Russian,Married,Higher,Working class,2
2017,Russia,RU-BRY Bryanskaya area,Urban,Male,45-54,Russian,Married,Higher,Lower middle class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Male,45-54,Russian,Married,Higher,Working class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Male,55-64,Russian,Married,Higher,Working class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Male,65 and more years,Russian,Married,Higher,Working class,1
2017,Russia,RU-BRY Bryanskaya area,Urban,Male,65 and more years,Russian,Widowed,Higher,Working class,1
2017,Russia,"RU-BU Buryatiya, Republic",Rural,Female,45-54,Other,Married,Higher,Working class,1
2017,Russia,"RU-BU Buryatiya, Republic",Rural,Female,55-64,Other,Widowed,Higher,Lower class,1
2017,Russia,"RU-BU Buryatiya, Republic",Rural,Female,55-64,Other,Widowed,Middle,Lower class,1
2017,Russia,"RU-BU Buryatiya, Republic",Rural,Female,65 and more years,Other,Widowed,Lower,Lower middle class,1
2017,Russia,"RU-BU Buryatiya, Republic",Rural,Female,65 and more years,Other,Widowed,Middle,Lower class,1
2017,Russia,"RU-BU Buryatiya, Republic",Rural,Male,35-44,Other,Single,Middle,Working class,1
2017,Russia,"RU-BU Buryatiya, Republic",Rural,Male,35-44,Russian,Married,Higher,Working class,1
2017,Russia,"RU-BU Buryatiya, Republic",Rural,Male,35-44,Russian,Married,Middle,Upper middle class,1
2017,Russia,"RU-BU Buryatiya, Republic",Rural,Male,45-54,Other,Married,Higher,Working class,1
2017,Russia,"RU-BU Buryatiya, Republic",Rural,Male,45-54,Other,Married,Middle,Lower class,1
2017,Russia,"RU-BU Buryatiya, Republic",Rural,Male,55-64,Other,Married,Middle,Working class,1
2017,Russia,"RU-BU Buryatiya, Republic",Rural,Male,65 and more years,Other,Widowed,Lower,Working class,1
2017,Russia,"RU-BU Buryatiya, Republic",Urban,Female,16-24,Russian,Living together as married,Higher,Upper middle class,1
2017,Russia,"RU-BU Buryatiya, Republic",Urban,Female,16-24,Russian,Married,Higher,Lower middle class,3
2017,Russia,"RU-BU Buryatiya, Republic",Urban,Female,16-24,Russian,Married,Higher,Working class,1
2017,Russia,"RU-BU Buryatiya, Republic",Urban,Female,25-34,Russian,Married,Middle,Lower middle class,1
2017,Russia,"RU-BU Buryatiya, Republic",Urban,Male,16-24,Russian,Married,Higher,Lower middle class,1
2017,Russia,"RU-BU Buryatiya, Republic",Urban,Male,35-44,Russian,Married,Higher,Lower middle class,1
2017,Russia,"RU-BU Buryatiya, Republic",Urban,Male,45-54,Russian,Married,Higher,Lower middle class,1
2017,Russia,"RU-BU Buryatiya, Republic",Urban,Male,55-64,Russian,Married,Higher,Upper middle class,1
2017,Russia,RU-CE Chechenskaya Republic,Rural,Female,16-24,Chechen,Married,Higher,Working class,1
2017,Russia,RU-CE Chechenskaya Republic,Rural,Female,16-24,Chechen,Married,Middle,Working class,1
2017,Russia,RU-CE Chechenskaya Republic,Rural,Female,25-34,Chechen,Married,Middle,Lower middle class,1
2017,Russia,RU-CE Chechenskaya Republic,Rural,Female,35-44,Chechen,Married,Middle,Upper class,1
2017,Russia,RU-CE Chechenskaya Republic,Rural,Female,35-44,Chechen,Married,Middle,Working class,1
2017,Russia,RU-CE Chechenskaya Republic,Rural,Female,45-54,Chechen,Divorced,Middle,Upper middle class,1
2017,Russia,RU-CE Chechenskaya Republic,Rural,Female,45-54,Chechen,Widowed,Middle,Working class,1
2017,Russia,RU-CE Chechenskaya Republic,Rural,Female,55-64,Chechen,Married,Middle,Upper middle class,1
2017,Russia,RU-CE Chechenskaya Republic,Rural,Male,35-44,Chechen,Married,Middle,Working class,1
2017,Russia,RU-CE Chechenskaya Republic,Rural,Male,55-64,Chechen,Married,Middle,Working class,1
2017,Russia,RU-CE Chechenskaya Republic,Rural,Male,65 and more years,Chechen,Married,Higher,Working class,1
2017,Russia,RU-CE Chechenskaya Republic,Rural,Male,65 and more years,Chechen,Married,Lower,Lower middle class,1
2017,Russia,RU-CE Chechenskaya Republic,Urban,Female,25-34,Chechen,Married,Higher,Upper middle class,1
2017,Russia,RU-CE Chechenskaya Republic,Urban,Female,25-34,Chechen,Married,Middle,Working class,1
2017,Russia,RU-CE Chechenskaya Republic,Urban,Female,35-44,Chechen,Married,Lower,Working class,1
2017,Russia,RU-CE Chechenskaya Republic,Urban,Female,35-44,Chechen,Married,Middle,Upper middle class,1
2017,Russia,RU-CE Chechenskaya Republic,Urban,Female,35-44,Chechen,Married,Middle,Working class,1
2017,Russia,RU-CE Chechenskaya Republic,Urban,Female,45-54,Chechen,Single,Higher,Working class,1
2017,Russia,RU-CE Chechenskaya Republic,Urban,Female,55-64,Chechen,Widowed,Lower,Working class,1
2017,Russia,RU-CE Chechenskaya Republic,Urban,Female,65 and more years,Chechen,Married,Middle,Upper middle class,1
2017,Russia,RU-CE Chechenskaya Republic,Urban,Male,25-34,Chechen,Single,Middle,Don't know,1
2017,Russia,RU-CE Chechenskaya Republic,Urban,Male,45-54,Chechen,Divorced,Middle,Lower middle class,1
2017,Russia,RU-CE Chechenskaya Republic,Urban,Male,45-54,Chechen,Married,Higher,Upper middle class,1
2017,Russia,RU-CE Chechenskaya Republic,Urban,Male,45-54,Chechen,Married,Middle,Lower middle class,1
2017,Russia,RU-CE Chechenskaya Republic,Urban,Male,55-64,Chechen,Married,Middle,Working class,1
2017,Russia,RU-CHE Chelyabinskaya area,Rural,Female,25-34,Tatar,Married,Higher,No answer,1
2017,Russia,RU-CHE Chelyabinskaya area,Rural,Female,35-44,Russian,Married,Higher,Working class,1
2017,Russia,RU-CHE Chelyabinskaya area,Rural,Female,45-54,Russian,Married,Middle,Working class,1
2017,Russia,RU-CHE Chelyabinskaya area,Rural,Female,45-54,Russian,Widowed,Higher,Don't know,1
2017,Russia,RU-CHE Chelyabinskaya area,Rural,Female,45-54,Russian,Widowed,Higher,Lower middle class,1
2017,Russia,RU-CHE Chelyabinskaya area,Rural,Female,45-54,Tatar,Divorced,Middle,Working class,1
2017,Russia,RU-CHE Chelyabinskaya area,Rural,Female,55-64,Tatar,Divorced,Higher,No answer,1
2017,Russia,RU-CHE Chelyabinskaya area,Rural,Female,65 and more years,Russian,Widowed,Higher,Lower middle class,1
2017,Russia,RU-CHE Chelyabinskaya area,Rural,Female,65 and more years,Russian,Widowed,Higher,Working class,1
2017,Russia,RU-CHE Chelyabinskaya area,Rural,Male,25-34,Russian,Divorced,Higher,Working class,1
2017,Russia,RU-CHE Chelyabinskaya area,Rural,Male,35-44,Russian,Married,Higher,Working class,1
2017,Russia,RU-CHE Chelyabinskaya area,Rural,Male,45-54,Russian,Married,Higher,Working class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Female,25-34,Russian,Single,Higher,Upper middle class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Female,35-44,Russian,Divorced,Higher,Upper middle class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Female,45-54,Russian,Divorced,Higher,Working class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Female,45-54,Russian,Married,Higher,Lower middle class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Female,45-54,Russian,Married,Middle,Working class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Female,55-64,Russian,Married,Higher,Working class,2
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Female,55-64,Russian,Married,Middle,Working class,2
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Female,55-64,Russian,Separated,Middle,Working class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Female,55-64,Russian,Single,Higher,Lower middle class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Female,65 and more years,Russian,Widowed,Higher,Lower middle class,2
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Female,65 and more years,Russian,Widowed,Higher,Upper middle class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Female,65 and more years,Russian,Widowed,Lower,Lower class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Female,65 and more years,Russian,Widowed,Lower,Working class,2
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Female,65 and more years,Russian,Widowed,Middle,Working class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Male,25-34,Russian,Married,Higher,Lower middle class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Male,25-34,Russian,Married,Middle,Lower middle class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Male,25-34,Russian,Single,Middle,Lower middle class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Male,35-44,Russian,Married,Higher,Don't know,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Male,35-44,Russian,Married,Higher,Lower middle class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Male,55-64,Russian,Married,Higher,Lower middle class,1
2017,Russia,RU-CHE Chelyabinskaya area,Urban,Male,65 and more years,Russian,Divorced,Higher,Working class,1
2017,Russia,"RU-DA Dagestan, Republic",Rural,Female,16-24,Avar; Avaric,Single,Higher,Upper middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Rural,Female,16-24,Avar; Avaric,Single,Middle,Upper middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Rural,Female,16-24,Russian,Single,Higher,Upper class,1
2017,Russia,"RU-DA Dagestan, Republic",Rural,Female,16-24,Russian,Single,Higher,Upper middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Rural,Female,25-34,Russian,Married,Higher,Don't know,1
2017,Russia,"RU-DA Dagestan, Republic",Rural,Female,25-34,Russian,Single,Higher,Upper middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Rural,Female,35-44,Avar; Avaric,Married,Higher,Lower middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Rural,Female,35-44,Avar; Avaric,Married,Lower,Lower middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Rural,Female,45-54,Avar; Avaric,Married,Higher,Lower middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Rural,Male,16-24,Avar; Avaric,Single,Middle,Working class,1
2017,Russia,"RU-DA Dagestan, Republic",Rural,Male,25-34,Avar; Avaric,No answer,Middle,Upper middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Rural,Male,25-34,Avar; Avaric,Single,Lower,Lower middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Rural,Male,25-34,Russian,Married,Higher,Upper middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Rural,Male,35-44,Avar; Avaric,Single,Higher,Upper middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Urban,Female,16-24,Russian,Single,Don't know,Lower middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Urban,Female,16-24,Russian,Single,Higher,Lower middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Urban,Female,25-34,Avar; Avaric,Married,Higher,Upper middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Urban,Female,25-34,Other,Married,Higher,Don't know,1
2017,Russia,"RU-DA Dagestan, Republic",Urban,Female,25-34,Other,Married,Higher,Upper middle class,2
2017,Russia,"RU-DA Dagestan, Republic",Urban,Female,25-34,Russian,Married,Higher,Lower middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Urban,Female,35-44,Other,Single,Middle,Upper middle class,1
2017,Russia,"RU-DA Dagestan, Republic",Urban,Female,35-44,Russian,Married,Higher,Lower middle class,1
