A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Counts
2017,United States,US-AZ Arizona,Urban,Female,35-44,English,Divorced,Middle,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Female,35-44,English,Living together as married,Middle,Lower class,1
2017,United States,US-AZ Arizona,Urban,Female,35-44,English,Married,Middle,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Female,35-44,English,Married,Middle,Upper middle class,1
2017,United States,US-AZ Arizona,Urban,Female,35-44,Spanish; Castilian,Married,Higher,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Female,45-54,English,Married,Higher,Upper middle class,1
2017,United States,US-AZ Arizona,Urban,Female,45-54,Spanish; Castilian,Divorced,Middle,Working class,1
2017,United States,US-AZ Arizona,Urban,Female,55-64,English,Divorced,Middle,Upper middle class,2
2017,United States,US-AZ Arizona,Urban,Female,55-64,English,Divorced,Middle,Working class,1
2017,United States,US-AZ Arizona,Urban,Female,55-64,English,Widowed,Higher,Lower class,1
2017,United States,US-AZ Arizona,Urban,Male,16-24,English,Separated,Higher,Upper class,1
2017,United States,US-AZ Arizona,Urban,Male,16-24,English,Single,Middle,Working class,1
2017,United States,US-AZ Arizona,Urban,Male,25-34,English,Living together as married,Middle,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Male,25-34,English,Married,Higher,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Male,25-34,English,Married,Middle,Lower class,1
2017,United States,US-AZ Arizona,Urban,Male,25-34,English,Married,Middle,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Male,25-34,English,Single,Higher,Lower middle class,2
2017,United States,US-AZ Arizona,Urban,Male,25-34,English,Single,Higher,Working class,1
2017,United States,US-AZ Arizona,Urban,Male,25-34,English,Single,Middle,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Male,25-34,Spanish; Castilian,Single,Higher,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Male,35-44,English,Living together as married,Higher,Upper middle class,1
2017,United States,US-AZ Arizona,Urban,Male,35-44,English,Living together as married,Middle,Lower class,1
2017,United States,US-AZ Arizona,Urban,Male,35-44,English,Married,Higher,Upper middle class,2
2017,United States,US-AZ Arizona,Urban,Male,35-44,English,Married,Higher,Working class,1
2017,United States,US-AZ Arizona,Urban,Male,35-44,English,Married,Middle,Working class,2
2017,United States,US-AZ Arizona,Urban,Male,35-44,English,Single,Middle,Lower class,1
2017,United States,US-AZ Arizona,Urban,Male,45-54,English,Divorced,Higher,Upper middle class,1
2017,United States,US-AZ Arizona,Urban,Male,45-54,English,Married,Higher,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Male,45-54,English,Married,Middle,Upper middle class,3
2017,United States,US-AZ Arizona,Urban,Male,45-54,English,Separated,Higher,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Male,45-54,English,Separated,Middle,Working class,1
2017,United States,US-AZ Arizona,Urban,Male,45-54,English,Single,Higher,Upper middle class,1
2017,United States,US-AZ Arizona,Urban,Male,45-54,English,Single,Middle,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Male,55-64,English,Divorced,Higher,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Male,55-64,English,Divorced,Middle,Working class,2
2017,United States,US-AZ Arizona,Urban,Male,55-64,English,Married,Higher,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Male,55-64,English,Married,Middle,Lower middle class,2
2017,United States,US-AZ Arizona,Urban,Male,55-64,English,Married,No answer,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Male,55-64,English,Single,Middle,Working class,1
2017,United States,US-AZ Arizona,Urban,Male,55-64,Spanish; Castilian,Single,Middle,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Male,65 and more years,English,Divorced,Higher,Upper middle class,1
2017,United States,US-AZ Arizona,Urban,Male,65 and more years,English,Divorced,Middle,Upper middle class,1
2017,United States,US-AZ Arizona,Urban,Male,65 and more years,English,Married,Higher,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Male,65 and more years,English,Married,Higher,Upper middle class,2
2017,United States,US-AZ Arizona,Urban,Male,65 and more years,English,Married,Middle,Lower middle class,1
2017,United States,US-AZ Arizona,Urban,Male,65 and more years,English,Married,Middle,Upper middle class,1
2017,United States,US-AZ Arizona,Urban,Male,65 and more years,English,Single,Middle,Working class,1
2017,United States,US-AZ Arizona,Urban,Male,65 and more years,English,Widowed,Higher,Upper middle class,1
2017,United States,US-AZ Arizona,Urban,Male,65 and more years,English,Widowed,Middle,Working class,1
2017,United States,US-CA California,Rural,Female,25-34,English,Married,Higher,Upper middle class,1
2017,United States,US-CA California,Rural,Female,55-64,English,Married,Higher,Lower middle class,1
2017,United States,US-CA California,Rural,Male,35-44,English,Living together as married,Higher,Working class,1
2017,United States,US-CA California,Rural,Male,55-64,English,Single,Higher,Working class,1
2017,United States,US-CA California,Rural,Male,55-64,English,Widowed,Higher,Lower class,1
2017,United States,US-CA California,Urban,Female,16-24,English,Divorced,Higher,Working class,1
2017,United States,US-CA California,Urban,Female,16-24,English,Living together as married,Middle,Upper class,1
2017,United States,US-CA California,Urban,Female,16-24,English,Married,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Female,16-24,English,Single,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Female,16-24,English,Single,Higher,Upper middle class,1
2017,United States,US-CA California,Urban,Female,16-24,English,Single,Higher,Working class,1
2017,United States,US-CA California,Urban,Female,16-24,English,Single,Middle,Lower class,1
2017,United States,US-CA California,Urban,Female,16-24,English,Single,Middle,Lower middle class,3
2017,United States,US-CA California,Urban,Female,16-24,English,Single,Middle,No answer,1
2017,United States,US-CA California,Urban,Female,16-24,English,Single,Middle,Upper middle class,2
2017,United States,US-CA California,Urban,Female,16-24,Other,Single,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Female,16-24,Spanish; Castilian,Married,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Female,16-24,Spanish; Castilian,Married,Middle,No answer,1
2017,United States,US-CA California,Urban,Female,16-24,Spanish; Castilian,Married,Middle,Working class,1
2017,United States,US-CA California,Urban,Female,16-24,Spanish; Castilian,Single,Middle,Upper middle class,1
2017,United States,US-CA California,Urban,Female,16-24,Spanish; Castilian,Single,Middle,Working class,1
2017,United States,US-CA California,Urban,Female,25-34,English,Divorced,Higher,Upper middle class,1
2017,United States,US-CA California,Urban,Female,25-34,English,Divorced,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Female,25-34,English,Living together as married,Higher,Lower middle class,2
2017,United States,US-CA California,Urban,Female,25-34,English,Living together as married,Higher,Upper middle class,1
2017,United States,US-CA California,Urban,Female,25-34,English,Living together as married,Middle,Upper middle class,2
2017,United States,US-CA California,Urban,Female,25-34,English,Living together as married,Middle,Working class,2
2017,United States,US-CA California,Urban,Female,25-34,English,Married,Don't know,Lower class,1
2017,United States,US-CA California,Urban,Female,25-34,English,Married,Higher,Lower middle class,4
2017,United States,US-CA California,Urban,Female,25-34,English,Married,Higher,Upper middle class,4
2017,United States,US-CA California,Urban,Female,25-34,English,Married,Higher,Working class,2
2017,United States,US-CA California,Urban,Female,25-34,English,Married,Middle,Lower middle class,3
2017,United States,US-CA California,Urban,Female,25-34,English,Married,Middle,Upper middle class,1
2017,United States,US-CA California,Urban,Female,25-34,English,Married,Middle,Working class,1
2017,United States,US-CA California,Urban,Female,25-34,English,Single,Higher,Lower middle class,4
2017,United States,US-CA California,Urban,Female,25-34,English,Single,Higher,Upper middle class,3
2017,United States,US-CA California,Urban,Female,25-34,English,Single,Higher,Working class,2
2017,United States,US-CA California,Urban,Female,25-34,English,Single,Middle,Lower class,1
2017,United States,US-CA California,Urban,Female,25-34,English,Single,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Female,25-34,English,Single,Middle,Upper middle class,1
2017,United States,US-CA California,Urban,Female,25-34,English,Single,Middle,Working class,2
2017,United States,US-CA California,Urban,Female,25-34,Other,Married,Middle,Working class,1
2017,United States,US-CA California,Urban,Female,25-34,Spanish; Castilian,Married,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Female,25-34,Spanish; Castilian,Married,Middle,Upper middle class,1
2017,United States,US-CA California,Urban,Female,25-34,Spanish; Castilian,Single,Lower,Lower middle class,1
2017,United States,US-CA California,Urban,Female,35-44,English,Divorced,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Female,35-44,English,Divorced,Middle,Working class,1
2017,United States,US-CA California,Urban,Female,35-44,English,Living together as married,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Female,35-44,English,Living together as married,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Female,35-44,English,Living together as married,Middle,Working class,1
2017,United States,US-CA California,Urban,Female,35-44,English,Married,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Female,35-44,English,Married,Higher,Upper middle class,2
2017,United States,US-CA California,Urban,Female,35-44,English,Married,Middle,Lower middle class,2
2017,United States,US-CA California,Urban,Female,35-44,English,Married,Middle,Upper middle class,2
2017,United States,US-CA California,Urban,Female,35-44,English,Married,Middle,Working class,2
2017,United States,US-CA California,Urban,Female,35-44,English,Separated,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Female,35-44,English,Single,Higher,Upper middle class,1
2017,United States,US-CA California,Urban,Female,35-44,English,Single,Middle,Lower class,1
2017,United States,US-CA California,Urban,Female,35-44,English,Single,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Female,35-44,English,Single,Middle,Working class,1
2017,United States,US-CA California,Urban,Female,35-44,No answer,Married,Lower,Lower middle class,1
2017,United States,US-CA California,Urban,Female,35-44,No answer,Married,No answer,No answer,1
2017,United States,US-CA California,Urban,Female,35-44,Spanish; Castilian,Living together as married,Lower,Upper middle class,1
2017,United States,US-CA California,Urban,Female,35-44,Spanish; Castilian,Married,Middle,Lower class,1
2017,United States,US-CA California,Urban,Female,35-44,Spanish; Castilian,Married,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Female,35-44,Spanish; Castilian,Separated,Middle,Upper middle class,1
2017,United States,US-CA California,Urban,Female,35-44,Spanish; Castilian,Separated,Middle,Working class,1
2017,United States,US-CA California,Urban,Female,35-44,Spanish; Castilian,Single,Lower,Working class,1
2017,United States,US-CA California,Urban,Female,35-44,Standard Chinese; Mandarin; Putonghua; Guoyu,Single,Middle,Upper class,1
2017,United States,US-CA California,Urban,Female,45-54,English,Divorced,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Female,45-54,English,Divorced,Higher,Working class,1
2017,United States,US-CA California,Urban,Female,45-54,English,Divorced,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Female,45-54,English,Divorced,Middle,Working class,2
2017,United States,US-CA California,Urban,Female,45-54,English,Married,Higher,Lower middle class,5
2017,United States,US-CA California,Urban,Female,45-54,English,Married,Higher,Upper middle class,1
2017,United States,US-CA California,Urban,Female,45-54,English,Married,Lower,Upper middle class,1
2017,United States,US-CA California,Urban,Female,45-54,English,Married,Middle,Lower class,1
2017,United States,US-CA California,Urban,Female,45-54,English,Married,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Female,45-54,English,Married,Middle,Upper class,1
2017,United States,US-CA California,Urban,Female,45-54,English,Married,Middle,Upper middle class,1
2017,United States,US-CA California,Urban,Female,45-54,English,Single,Higher,Working class,2
2017,United States,US-CA California,Urban,Female,45-54,Spanish; Castilian,Living together as married,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Female,55-64,English,Divorced,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Female,55-64,English,Married,Higher,Upper middle class,1
2017,United States,US-CA California,Urban,Female,55-64,English,Married,Middle,Lower class,1
2017,United States,US-CA California,Urban,Female,55-64,English,Married,Middle,Lower middle class,3
2017,United States,US-CA California,Urban,Female,55-64,English,Married,Middle,Upper middle class,1
2017,United States,US-CA California,Urban,Female,55-64,English,Married,Middle,Working class,1
2017,United States,US-CA California,Urban,Female,55-64,English,Single,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Female,65 and more years,English,Married,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Female,65 and more years,English,Married,Middle,Upper middle class,3
2017,United States,US-CA California,Urban,Female,65 and more years,English,Married,Middle,Working class,1
2017,United States,US-CA California,Urban,Female,65 and more years,English,Widowed,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Female,65 and more years,Spanish; Castilian,Widowed,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Male,16-24,English,Living together as married,Higher,Lower class,1
2017,United States,US-CA California,Urban,Male,16-24,English,Living together as married,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Male,16-24,English,Married,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Male,16-24,English,Single,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Male,16-24,English,Single,Higher,Upper middle class,1
2017,United States,US-CA California,Urban,Male,16-24,English,Single,Middle,Lower class,1
2017,United States,US-CA California,Urban,Male,16-24,English,Single,Middle,Lower middle class,2
2017,United States,US-CA California,Urban,Male,16-24,English,Single,Middle,Upper middle class,2
2017,United States,US-CA California,Urban,Male,16-24,English,Single,Middle,Working class,3
2017,United States,US-CA California,Urban,Male,16-24,No answer,Single,No answer,No answer,1
2017,United States,US-CA California,Urban,Male,16-24,Spanish; Castilian,Single,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Male,16-24,Spanish; Castilian,Single,Middle,Working class,1
2017,United States,US-CA California,Urban,Male,16-24,Spanish; Castilian,Single,No answer,Working class,1
2017,United States,US-CA California,Urban,Male,16-24,Standard Chinese; Mandarin; Putonghua; Guoyu,Single,Higher,Upper middle class,1
2017,United States,US-CA California,Urban,Male,25-34,English,Divorced,Higher,Upper middle class,1
2017,United States,US-CA California,Urban,Male,25-34,English,Divorced,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Male,25-34,English,Living together as married,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Male,25-34,English,Living together as married,Higher,Upper middle class,1
2017,United States,US-CA California,Urban,Male,25-34,English,Living together as married,Higher,Working class,1
2017,United States,US-CA California,Urban,Male,25-34,English,Living together as married,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Male,25-34,English,Living together as married,Middle,Upper middle class,1
2017,United States,US-CA California,Urban,Male,25-34,English,Living together as married,Middle,Working class,1
2017,United States,US-CA California,Urban,Male,25-34,English,Married,Higher,Upper middle class,5
2017,United States,US-CA California,Urban,Male,25-34,English,Married,Lower,Upper middle class,1
2017,United States,US-CA California,Urban,Male,25-34,English,Married,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Male,25-34,English,Married,Middle,Working class,2
2017,United States,US-CA California,Urban,Male,25-34,English,Single,Higher,Lower middle class,3
2017,United States,US-CA California,Urban,Male,25-34,English,Single,Higher,Upper middle class,3
2017,United States,US-CA California,Urban,Male,25-34,English,Single,Middle,Lower class,1
2017,United States,US-CA California,Urban,Male,25-34,English,Single,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Male,25-34,Other,Married,Higher,Upper middle class,1
2017,United States,US-CA California,Urban,Male,25-34,Spanish; Castilian,Single,Lower,Lower class,1
2017,United States,US-CA California,Urban,Male,25-34,Spanish; Castilian,Single,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Male,25-34,Spanish; Castilian,Single,Middle,Working class,1
2017,United States,US-CA California,Urban,Male,25-34,Standard Chinese; Mandarin; Putonghua; Guoyu,Living together as married,Higher,Upper class,1
2017,United States,US-CA California,Urban,Male,35-44,English,Living together as married,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Male,35-44,English,Living together as married,Middle,Working class,1
2017,United States,US-CA California,Urban,Male,35-44,English,Married,Higher,Lower middle class,6
2017,United States,US-CA California,Urban,Male,35-44,English,Married,Higher,Upper middle class,2
2017,United States,US-CA California,Urban,Male,35-44,English,Married,Higher,Working class,1
2017,United States,US-CA California,Urban,Male,35-44,English,Married,Middle,Lower class,1
2017,United States,US-CA California,Urban,Male,35-44,English,Married,Middle,Lower middle class,2
2017,United States,US-CA California,Urban,Male,35-44,English,Married,Middle,Upper middle class,1
2017,United States,US-CA California,Urban,Male,35-44,English,Separated,Higher,Lower class,1
2017,United States,US-CA California,Urban,Male,35-44,English,Single,Higher,Lower class,1
2017,United States,US-CA California,Urban,Male,35-44,English,Single,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Male,35-44,English,Single,Higher,Working class,2
2017,United States,US-CA California,Urban,Male,35-44,English,Single,Middle,Working class,3
2017,United States,US-CA California,Urban,Male,35-44,Other,Married,Higher,Upper middle class,2
2017,United States,US-CA California,Urban,Male,35-44,Spanish; Castilian,Married,Middle,Upper middle class,1
2017,United States,US-CA California,Urban,Male,35-44,Spanish; Castilian,Single,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Male,35-44,Spanish; Castilian,Widowed,Middle,Working class,1
2017,United States,US-CA California,Urban,Male,35-44,Standard Chinese; Mandarin; Putonghua; Guoyu,Married,Higher,Upper middle class,1
2017,United States,US-CA California,Urban,Male,45-54,English,Divorced,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Male,45-54,English,Divorced,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Male,45-54,English,Living together as married,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Male,45-54,English,Living together as married,Middle,Working class,1
2017,United States,US-CA California,Urban,Male,45-54,English,Married,Higher,Lower middle class,3
2017,United States,US-CA California,Urban,Male,45-54,English,Married,Higher,Upper middle class,3
2017,United States,US-CA California,Urban,Male,45-54,English,Married,Higher,Working class,1
2017,United States,US-CA California,Urban,Male,45-54,English,Married,Middle,Lower class,1
2017,United States,US-CA California,Urban,Male,45-54,English,Married,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Male,45-54,English,Married,Middle,Upper middle class,3
2017,United States,US-CA California,Urban,Male,45-54,English,Married,Middle,Working class,1
2017,United States,US-CA California,Urban,Male,45-54,English,Single,Higher,Upper middle class,1
2017,United States,US-CA California,Urban,Male,45-54,English,Single,Middle,Lower class,1
2017,United States,US-CA California,Urban,Male,45-54,English,Single,No answer,No answer,1
2017,United States,US-CA California,Urban,Male,45-54,Spanish; Castilian,Married,Higher,Working class,1
2017,United States,US-CA California,Urban,Male,45-54,Spanish; Castilian,Separated,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Male,55-64,English,Divorced,Higher,Lower middle class,2
2017,United States,US-CA California,Urban,Male,55-64,English,Divorced,Higher,Upper class,1
2017,United States,US-CA California,Urban,Male,55-64,English,Divorced,Higher,Working class,1
2017,United States,US-CA California,Urban,Male,55-64,English,Divorced,Middle,Upper middle class,1
2017,United States,US-CA California,Urban,Male,55-64,English,Living together as married,Higher,Upper middle class,2
2017,United States,US-CA California,Urban,Male,55-64,English,Living together as married,Middle,Lower middle class,1
2017,United States,US-CA California,Urban,Male,55-64,English,Married,Higher,Lower middle class,2
2017,United States,US-CA California,Urban,Male,55-64,English,Married,Higher,Upper middle class,2
2017,United States,US-CA California,Urban,Male,55-64,English,Married,Middle,Lower middle class,2
2017,United States,US-CA California,Urban,Male,55-64,English,Married,Middle,Upper middle class,1
2017,United States,US-CA California,Urban,Male,55-64,English,Married,Middle,Working class,1
2017,United States,US-CA California,Urban,Male,55-64,English,Single,Higher,Upper middle class,2
2017,United States,US-CA California,Urban,Male,55-64,English,Single,Higher,Working class,1
2017,United States,US-CA California,Urban,Male,55-64,English,Single,Middle,Upper middle class,1
2017,United States,US-CA California,Urban,Male,55-64,Spanish; Castilian,Married,Middle,Working class,1
2017,United States,US-CA California,Urban,Male,55-64,Spanish; Castilian,Separated,Middle,Upper middle class,1
2017,United States,US-CA California,Urban,Male,55-64,Standard Chinese; Mandarin; Putonghua; Guoyu,Married,Lower,Lower middle class,1
2017,United States,US-CA California,Urban,Male,65 and more years,English,Divorced,Higher,Upper middle class,1
2017,United States,US-CA California,Urban,Male,65 and more years,English,Divorced,Higher,Working class,1
2017,United States,US-CA California,Urban,Male,65 and more years,English,Divorced,Middle,Working class,1
2017,United States,US-CA California,Urban,Male,65 and more years,English,Married,Higher,Lower middle class,4
2017,United States,US-CA California,Urban,Male,65 and more years,English,Married,Higher,Upper middle class,11
2017,United States,US-CA California,Urban,Male,65 and more years,English,Married,Middle,Lower middle class,2
2017,United States,US-CA California,Urban,Male,65 and more years,English,Married,Middle,Upper middle class,2
2017,United States,US-CA California,Urban,Male,65 and more years,English,Married,Middle,Working class,1
2017,United States,US-CA California,Urban,Male,65 and more years,English,Single,Higher,Lower middle class,3
2017,United States,US-CA California,Urban,Male,65 and more years,English,Single,Middle,Upper middle class,1
2017,United States,US-CA California,Urban,Male,65 and more years,English,Single,No answer,Upper middle class,1
2017,United States,US-CA California,Urban,Male,65 and more years,English,Widowed,Higher,Lower middle class,1
2017,United States,US-CA California,Urban,Male,65 and more years,English,Widowed,Middle,Upper middle class,1
2017,United States,US-CO Colorado,Urban,Female,16-24,English,Married,Middle,Lower middle class,1
2017,United States,US-CO Colorado,Urban,Female,16-24,English,Married,Middle,Upper middle class,2
2017,United States,US-CO Colorado,Urban,Female,16-24,English,Single,Middle,Lower middle class,1
2017,United States,US-CO Colorado,Urban,Female,16-24,English,Single,Middle,Working class,1
2017,United States,US-CO Colorado,Urban,Female,25-34,English,Divorced,Higher,Lower middle class,2
2017,United States,US-CO Colorado,Urban,Female,25-34,English,Divorced,Higher,Upper middle class,1
2017,United States,US-CO Colorado,Urban,Female,25-34,English,Divorced,Middle,Lower middle class,1
2017,United States,US-CO Colorado,Urban,Female,25-34,English,Living together as married,Middle,Lower middle class,1
2017,United States,US-CO Colorado,Urban,Female,25-34,English,Married,Middle,Lower middle class,1
2017,United States,US-CO Colorado,Urban,Female,25-34,English,Married,Middle,Upper middle class,1
2017,United States,US-CO Colorado,Urban,Female,25-34,English,Married,Middle,Working class,2
2017,United States,US-CO Colorado,Urban,Female,25-34,English,Single,Higher,Lower middle class,2
2017,United States,US-CO Colorado,Urban,Female,25-34,English,Single,Middle,Working class,1
2017,United States,US-CO Colorado,Urban,Female,35-44,English,Divorced,Lower,Working class,1
2017,United States,US-CO Colorado,Urban,Female,35-44,English,Divorced,Middle,Lower middle class,1
2017,United States,US-CO Colorado,Urban,Female,35-44,English,Divorced,Middle,Working class,1
2017,United States,US-CO Colorado,Urban,Female,35-44,English,Married,Higher,Lower middle class,1
2017,United States,US-CO Colorado,Urban,Female,35-44,English,Married,Higher,Working class,1
