A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Counts
2019,Japan,JP-01 Hokkaido,Urban,Male,65 and more years,Japanese,Married,Middle,Working class,1
2019,Japan,JP-01 Hokkaido,Urban,Male,65 and more years,Japanese,Separated,Higher,Working class,1
2019,Japan,JP-01 Hokkaido,Urban,Male,65 and more years,Japanese,Single,Middle,Lower middle class,1
2019,Japan,JP-01 Hokkaido,Urban,Male,65 and more years,Japanese,Widowed,Middle,Working class,1
2019,Japan,JP-02 Aomori,Rural,Male,65 and more years,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-02 Aomori,Urban,Female,25-34,Japanese,Married,Higher,Upper middle class,1
2019,Japan,JP-02 Aomori,Urban,Female,25-34,Japanese,Single,Middle,Upper middle class,1
2019,Japan,JP-02 Aomori,Urban,Male,25-34,Japanese,Married,Middle,Working class,1
2019,Japan,JP-02 Aomori,Urban,Male,55-64,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-02 Aomori,Urban,Male,55-64,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-02 Aomori,Urban,Male,55-64,Japanese,Married,Middle,Working class,1
2019,Japan,JP-03 Iwate,Urban,Female,16-24,Japanese,Single,Higher,Lower class,1
2019,Japan,JP-03 Iwate,Urban,Female,25-34,Japanese,Married,Middle,Working class,1
2019,Japan,JP-03 Iwate,Urban,Female,35-44,Japanese,Single,Lower,Working class,1
2019,Japan,JP-03 Iwate,Urban,Female,45-54,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-03 Iwate,Urban,Male,45-54,Japanese,Married,Middle,Lower class,1
2019,Japan,JP-03 Iwate,Urban,Male,45-54,Japanese,Married,Middle,Upper middle class,1
2019,Japan,JP-03 Iwate,Urban,Male,45-54,Japanese,Married,Middle,Working class,1
2019,Japan,JP-03 Iwate,Urban,Male,65 and more years,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-03 Iwate,Urban,Male,65 and more years,Japanese,Married,Middle,Working class,2
2019,Japan,JP-04 Miyagi,Urban,Female,16-24,Japanese,Single,Middle,Lower middle class,1
2019,Japan,JP-04 Miyagi,Urban,Female,55-64,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-04 Miyagi,Urban,Female,55-64,Japanese,Married,Middle,Upper class,1
2019,Japan,JP-04 Miyagi,Urban,Female,65 and more years,Japanese,Divorced,Middle,Lower middle class,1
2019,Japan,JP-04 Miyagi,Urban,Female,65 and more years,Japanese,Married,Lower,Lower middle class,1
2019,Japan,JP-04 Miyagi,Urban,Female,65 and more years,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-04 Miyagi,Urban,Female,65 and more years,Japanese,Widowed,Higher,Lower middle class,1
2019,Japan,JP-04 Miyagi,Urban,Female,65 and more years,No answer,No answer,No answer,No answer,1
2019,Japan,JP-04 Miyagi,Urban,Male,25-34,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-04 Miyagi,Urban,Male,35-44,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-04 Miyagi,Urban,Male,35-44,Japanese,Married,Higher,Upper middle class,1
2019,Japan,JP-04 Miyagi,Urban,Male,45-54,Japanese,Married,Middle,Working class,1
2019,Japan,JP-04 Miyagi,Urban,Male,55-64,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-04 Miyagi,Urban,Male,65 and more years,Japanese,Widowed,Middle,Working class,1
2019,Japan,JP-05 Akita,Rural,Female,35-44,Japanese,Married,Higher,Working class,1
2019,Japan,JP-05 Akita,Rural,Female,35-44,Japanese,Married,Middle,Working class,1
2019,Japan,JP-05 Akita,Urban,Female,25-34,Japanese,Divorced,Higher,Lower middle class,1
2019,Japan,JP-05 Akita,Urban,Female,55-64,Japanese,Married,Higher,Lower class,1
2019,Japan,JP-05 Akita,Urban,Female,65 and more years,Japanese,Widowed,Lower,Working class,1
2019,Japan,JP-05 Akita,Urban,Male,45-54,Japanese,Married,Higher,Upper class,1
2019,Japan,JP-05 Akita,Urban,Male,65 and more years,Japanese,Married,Middle,Upper middle class,1
2019,Japan,JP-05 Akita,Urban,Male,65 and more years,Japanese,Married,Middle,Working class,1
2019,Japan,JP-06 Yamagata,Rural,Female,55-64,Japanese,Widowed,Middle,Lower class,1
2019,Japan,JP-06 Yamagata,Rural,Male,65 and more years,Japanese,Married,Middle,Lower middle class,2
2019,Japan,JP-06 Yamagata,Urban,Female,35-44,Japanese,Married,Lower,Working class,1
2019,Japan,JP-06 Yamagata,Urban,Female,55-64,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-06 Yamagata,Urban,Female,65 and more years,Japanese,Married,Middle,Working class,1
2019,Japan,JP-06 Yamagata,Urban,Male,55-64,Japanese,Married,Higher,Upper middle class,1
2019,Japan,JP-06 Yamagata,Urban,Male,65 and more years,Japanese,Married,Lower,Working class,1
2019,Japan,JP-07 Fukushima,Rural,Female,55-64,Japanese,Married,Middle,No answer,1
2019,Japan,JP-07 Fukushima,Rural,Male,45-54,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-07 Fukushima,Rural,Male,65 and more years,Japanese,Divorced,Middle,Lower class,1
2019,Japan,JP-07 Fukushima,Rural,Male,65 and more years,Japanese,Married,Higher,Upper middle class,1
2019,Japan,JP-07 Fukushima,Urban,Female,16-24,Japanese,Single,Higher,Lower middle class,1
2019,Japan,JP-07 Fukushima,Urban,Female,25-34,Japanese,Married,Higher,Working class,1
2019,Japan,JP-07 Fukushima,Urban,Female,35-44,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-07 Fukushima,Urban,Female,45-54,Japanese,Divorced,Middle,Working class,1
2019,Japan,JP-07 Fukushima,Urban,Female,45-54,Japanese,Married,Higher,Upper middle class,1
2019,Japan,JP-07 Fukushima,Urban,Female,45-54,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-07 Fukushima,Urban,Female,55-64,Japanese,Married,Higher,Working class,1
2019,Japan,JP-07 Fukushima,Urban,Female,55-64,Japanese,Married,Lower,Lower middle class,1
2019,Japan,JP-07 Fukushima,Urban,Female,55-64,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-07 Fukushima,Urban,Female,65 and more years,Japanese,Married,Higher,Working class,1
2019,Japan,JP-07 Fukushima,Urban,Female,65 and more years,Japanese,Married,Lower,Lower class,1
2019,Japan,JP-07 Fukushima,Urban,Female,65 and more years,Japanese,Married,Middle,Working class,1
2019,Japan,JP-07 Fukushima,Urban,Male,16-24,Japanese,Single,Higher,Working class,1
2019,Japan,JP-07 Fukushima,Urban,Male,25-34,Japanese,Living together as married,Middle,Lower class,1
2019,Japan,JP-07 Fukushima,Urban,Male,45-54,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-07 Fukushima,Urban,Male,55-64,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-07 Fukushima,Urban,Male,55-64,Japanese,Widowed,Higher,Lower middle class,1
2019,Japan,JP-07 Fukushima,Urban,Male,65 and more years,Japanese,Married,Higher,Upper middle class,1
2019,Japan,JP-07 Fukushima,Urban,Male,65 and more years,Japanese,Married,Middle,Lower class,1
2019,Japan,JP-08 Ibaraki,Rural,Female,25-34,Japanese,Single,Higher,Lower middle class,1
2019,Japan,JP-08 Ibaraki,Urban,Female,25-34,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-08 Ibaraki,Urban,Female,25-34,Japanese,Married,Higher,Working class,1
2019,Japan,JP-08 Ibaraki,Urban,Female,35-44,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-08 Ibaraki,Urban,Female,45-54,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-08 Ibaraki,Urban,Female,45-54,Japanese,Married,Middle,Working class,1
2019,Japan,JP-08 Ibaraki,Urban,Female,55-64,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-08 Ibaraki,Urban,Female,55-64,Japanese,Married,Higher,Working class,1
2019,Japan,JP-08 Ibaraki,Urban,Male,16-24,Japanese,Single,Middle,Working class,1
2019,Japan,JP-08 Ibaraki,Urban,Male,25-34,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-08 Ibaraki,Urban,Male,25-34,Japanese,Married,Middle,Working class,1
2019,Japan,JP-08 Ibaraki,Urban,Male,45-54,Japanese,Married,Middle,Working class,2
2019,Japan,JP-08 Ibaraki,Urban,Male,65 and more years,Japanese,Married,Higher,Don't know,1
2019,Japan,JP-08 Ibaraki,Urban,Male,65 and more years,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-08 Ibaraki,Urban,Male,65 and more years,Japanese,Married,Higher,Upper middle class,1
2019,Japan,JP-08 Ibaraki,Urban,Male,65 and more years,Japanese,Married,Lower,Lower middle class,1
2019,Japan,JP-08 Ibaraki,Urban,Male,65 and more years,Japanese,Widowed,Lower,Working class,1
2019,Japan,JP-09 Tochigi,Rural,Male,25-34,Japanese,Single,Higher,Working class,1
2019,Japan,JP-09 Tochigi,Rural,Male,35-44,Japanese,Married,Middle,Working class,1
2019,Japan,JP-09 Tochigi,Rural,Male,45-54,Japanese,Divorced,Higher,Lower class,1
2019,Japan,JP-09 Tochigi,Urban,Female,35-44,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-09 Tochigi,Urban,Female,45-54,Japanese,Married,Higher,Working class,1
2019,Japan,JP-09 Tochigi,Urban,Female,45-54,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-09 Tochigi,Urban,Female,45-54,Japanese,Married,Middle,Working class,1
2019,Japan,JP-09 Tochigi,Urban,Female,55-64,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-09 Tochigi,Urban,Female,65 and more years,Japanese,Married,Higher,Lower middle class,2
2019,Japan,JP-09 Tochigi,Urban,Female,65 and more years,Japanese,Widowed,Middle,Working class,1
2019,Japan,JP-09 Tochigi,Urban,Male,35-44,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-09 Tochigi,Urban,Male,35-44,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-09 Tochigi,Urban,Male,55-64,Japanese,Married,Higher,Lower class,1
2019,Japan,JP-09 Tochigi,Urban,Male,55-64,Japanese,Married,Higher,Working class,1
2019,Japan,JP-09 Tochigi,Urban,Male,65 and more years,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-10 Gunma,Rural,Male,35-44,Japanese,Married,Higher,Upper middle class,1
2019,Japan,JP-10 Gunma,Rural,Male,55-64,Japanese,Single,Higher,Lower class,1
2019,Japan,JP-10 Gunma,Urban,Female,16-24,Japanese,Single,Middle,Lower middle class,1
2019,Japan,JP-10 Gunma,Urban,Female,35-44,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-10 Gunma,Urban,Female,45-54,Japanese,Divorced,Middle,Working class,1
2019,Japan,JP-10 Gunma,Urban,Female,45-54,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-10 Gunma,Urban,Female,55-64,Japanese,Married,Middle,Don't know,1
2019,Japan,JP-10 Gunma,Urban,Female,65 and more years,Japanese,Widowed,Middle,Lower middle class,1
2019,Japan,JP-10 Gunma,Urban,Male,35-44,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-10 Gunma,Urban,Male,35-44,Japanese,Single,Lower,Lower class,1
2019,Japan,JP-10 Gunma,Urban,Male,55-64,Japanese,Married,Higher,Working class,1
2019,Japan,JP-10 Gunma,Urban,Male,65 and more years,Japanese,Married,Middle,Upper class,1
2019,Japan,JP-11 Saitama,Rural,Female,65 and more years,Japanese,Married,Middle,Upper middle class,1
2019,Japan,JP-11 Saitama,Rural,Male,45-54,Japanese,Married,Higher,Working class,1
2019,Japan,JP-11 Saitama,Rural,Male,45-54,Japanese,Single,Higher,Working class,1
2019,Japan,JP-11 Saitama,Rural,Male,65 and more years,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-11 Saitama,Urban,Female,25-34,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-11 Saitama,Urban,Female,25-34,Japanese,Married,Higher,Working class,1
2019,Japan,JP-11 Saitama,Urban,Female,25-34,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-11 Saitama,Urban,Female,25-34,Japanese,Single,Higher,Working class,1
2019,Japan,JP-11 Saitama,Urban,Female,35-44,Japanese,Married,Higher,Lower middle class,3
2019,Japan,JP-11 Saitama,Urban,Female,35-44,Japanese,Married,Higher,Upper middle class,3
2019,Japan,JP-11 Saitama,Urban,Female,45-54,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-11 Saitama,Urban,Female,45-54,Japanese,Single,Middle,Lower middle class,1
2019,Japan,JP-11 Saitama,Urban,Female,55-64,Japanese,Married,Higher,Lower middle class,2
2019,Japan,JP-11 Saitama,Urban,Female,55-64,Japanese,Married,Higher,Upper middle class,1
2019,Japan,JP-11 Saitama,Urban,Female,55-64,Japanese,Married,Middle,Lower class,1
2019,Japan,JP-11 Saitama,Urban,Female,55-64,Japanese,Married,Middle,Lower middle class,2
2019,Japan,JP-11 Saitama,Urban,Female,55-64,Japanese,Married,Middle,Upper middle class,2
2019,Japan,JP-11 Saitama,Urban,Female,55-64,Japanese,Widowed,Higher,Lower middle class,1
2019,Japan,JP-11 Saitama,Urban,Female,55-64,Japanese,Widowed,Middle,Working class,1
2019,Japan,JP-11 Saitama,Urban,Female,65 and more years,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-11 Saitama,Urban,Female,65 and more years,Japanese,Married,Higher,Working class,1
2019,Japan,JP-11 Saitama,Urban,Female,65 and more years,Japanese,Married,Lower,Working class,2
2019,Japan,JP-11 Saitama,Urban,Female,65 and more years,Japanese,Married,Middle,Don't know,1
2019,Japan,JP-11 Saitama,Urban,Female,65 and more years,Japanese,Married,Middle,Working class,1
2019,Japan,JP-11 Saitama,Urban,Female,65 and more years,Japanese,Widowed,Higher,Lower middle class,1
2019,Japan,JP-11 Saitama,Urban,Female,65 and more years,Japanese,Widowed,Lower,Lower middle class,1
2019,Japan,JP-11 Saitama,Urban,Female,65 and more years,Japanese,Widowed,Middle,Lower middle class,2
2019,Japan,JP-11 Saitama,Urban,Female,65 and more years,Japanese,Widowed,Middle,Working class,1
2019,Japan,JP-11 Saitama,Urban,Male,16-24,Japanese,Single,Middle,Lower middle class,1
2019,Japan,JP-11 Saitama,Urban,Male,25-34,Japanese,Married,Higher,Lower class,1
2019,Japan,JP-11 Saitama,Urban,Male,25-34,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-11 Saitama,Urban,Male,25-34,Japanese,Married,Higher,Upper middle class,1
2019,Japan,JP-11 Saitama,Urban,Male,25-34,Japanese,Single,Higher,Working class,1
2019,Japan,JP-11 Saitama,Urban,Male,35-44,Japanese,Married,Higher,Lower class,1
2019,Japan,JP-11 Saitama,Urban,Male,35-44,Japanese,Married,Higher,Upper class,1
2019,Japan,JP-11 Saitama,Urban,Male,45-54,Japanese,Married,Higher,Don't know,1
2019,Japan,JP-11 Saitama,Urban,Male,45-54,Japanese,Married,Higher,Upper middle class,2
2019,Japan,JP-11 Saitama,Urban,Male,45-54,Japanese,Married,Higher,Working class,1
2019,Japan,JP-11 Saitama,Urban,Male,45-54,Japanese,Married,Middle,Lower middle class,3
2019,Japan,JP-11 Saitama,Urban,Male,55-64,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-11 Saitama,Urban,Male,55-64,Japanese,Married,Higher,No answer,1
2019,Japan,JP-11 Saitama,Urban,Male,55-64,Japanese,Married,Higher,Upper class,1
2019,Japan,JP-11 Saitama,Urban,Male,55-64,Japanese,Married,Higher,Working class,1
2019,Japan,JP-11 Saitama,Urban,Male,55-64,Japanese,Married,Middle,Working class,1
2019,Japan,JP-11 Saitama,Urban,Male,65 and more years,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-11 Saitama,Urban,Male,65 and more years,Japanese,Married,Higher,Upper middle class,1
2019,Japan,JP-11 Saitama,Urban,Male,65 and more years,Japanese,Married,Higher,Working class,1
2019,Japan,JP-11 Saitama,Urban,Male,65 and more years,Japanese,Married,Lower,Lower class,1
2019,Japan,JP-11 Saitama,Urban,Male,65 and more years,Japanese,Married,Lower,Lower middle class,1
2019,Japan,JP-11 Saitama,Urban,Male,65 and more years,Japanese,Married,Lower,Working class,1
2019,Japan,JP-11 Saitama,Urban,Male,65 and more years,Japanese,Married,Middle,Lower class,1
2019,Japan,JP-11 Saitama,Urban,Male,65 and more years,Japanese,Married,Middle,Lower middle class,2
2019,Japan,JP-11 Saitama,Urban,Male,65 and more years,Japanese,Married,Middle,Upper middle class,1
2019,Japan,JP-11 Saitama,Urban,Male,65 and more years,No answer,No answer,No answer,Working class,1
2019,Japan,JP-12 Chiba,Rural,Female,35-44,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-12 Chiba,Rural,Female,45-54,Japanese,Married,Middle,Lower middle class,2
2019,Japan,JP-12 Chiba,Rural,Female,65 and more years,Japanese,Married,Higher,Lower middle class,1
2019,Japan,JP-12 Chiba,Rural,Female,65 and more years,Japanese,Married,Middle,No answer,1
2019,Japan,JP-12 Chiba,Rural,Female,65 and more years,Japanese,Widowed,Middle,Working class,1
2019,Japan,JP-12 Chiba,Rural,Male,65 and more years,Japanese,Married,Higher,Working class,1
2019,Japan,JP-12 Chiba,Rural,Male,65 and more years,Japanese,Single,Middle,Lower class,1
2019,Japan,JP-12 Chiba,Urban,Female,16-24,Japanese,Single,Higher,Don't know,1
2019,Japan,JP-12 Chiba,Urban,Female,16-24,Japanese,Single,Higher,Upper middle class,2
2019,Japan,JP-12 Chiba,Urban,Female,25-34,Japanese,Divorced,Lower,Lower class,1
2019,Japan,JP-12 Chiba,Urban,Female,25-34,Japanese,Married,Higher,Lower middle class,2
2019,Japan,JP-12 Chiba,Urban,Female,25-34,Japanese,Married,Higher,Upper middle class,1
2019,Japan,JP-12 Chiba,Urban,Female,25-34,Japanese,Married,Higher,Working class,1
2019,Japan,JP-12 Chiba,Urban,Female,25-34,Japanese,Married,Lower,Working class,1
2019,Japan,JP-12 Chiba,Urban,Female,25-34,Japanese,Married,Middle,Working class,1
2019,Japan,JP-12 Chiba,Urban,Female,25-34,Japanese,Single,Higher,Lower middle class,1
2019,Japan,JP-12 Chiba,Urban,Female,25-34,Japanese,Single,Higher,Working class,1
2019,Japan,JP-12 Chiba,Urban,Female,35-44,Japanese,Married,Higher,Lower class,1
2019,Japan,JP-12 Chiba,Urban,Female,35-44,Japanese,Married,Higher,Upper middle class,3
2019,Japan,JP-12 Chiba,Urban,Female,35-44,Japanese,Married,Higher,Working class,1
2019,Japan,JP-12 Chiba,Urban,Female,35-44,Japanese,Married,Middle,Working class,3
2019,Japan,JP-12 Chiba,Urban,Female,35-44,Japanese,Separated,Higher,Lower class,1
2019,Japan,JP-12 Chiba,Urban,Female,45-54,Japanese,Married,Higher,Lower middle class,2
2019,Japan,JP-12 Chiba,Urban,Female,45-54,Japanese,Married,Higher,Upper middle class,1
2019,Japan,JP-12 Chiba,Urban,Female,45-54,Japanese,Married,Higher,Working class,2
2019,Japan,JP-12 Chiba,Urban,Female,45-54,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-12 Chiba,Urban,Female,45-54,Japanese,Married,Middle,Upper middle class,1
2019,Japan,JP-12 Chiba,Urban,Female,45-54,Japanese,Single,Higher,Lower class,1
2019,Japan,JP-12 Chiba,Urban,Female,55-64,Japanese,Divorced,Middle,Lower middle class,2
2019,Japan,JP-12 Chiba,Urban,Female,55-64,Japanese,Married,Higher,Lower middle class,3
2019,Japan,JP-12 Chiba,Urban,Female,55-64,Japanese,Married,Higher,Working class,2
2019,Japan,JP-12 Chiba,Urban,Female,55-64,Japanese,Married,Middle,Lower class,1
2019,Japan,JP-12 Chiba,Urban,Female,55-64,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-12 Chiba,Urban,Female,55-64,Japanese,Married,Middle,Working class,1
2019,Japan,JP-12 Chiba,Urban,Female,55-64,Japanese,Widowed,Middle,Working class,1
2019,Japan,JP-12 Chiba,Urban,Female,65 and more years,Japanese,Divorced,Middle,Upper middle class,1
2019,Japan,JP-12 Chiba,Urban,Female,65 and more years,Japanese,Married,Higher,Lower middle class,2
2019,Japan,JP-12 Chiba,Urban,Female,65 and more years,Japanese,Married,Higher,Upper middle class,1
2019,Japan,JP-12 Chiba,Urban,Female,65 and more years,Japanese,Married,Lower,Lower class,1
2019,Japan,JP-12 Chiba,Urban,Female,65 and more years,Japanese,Married,Lower,Lower middle class,1
2019,Japan,JP-12 Chiba,Urban,Female,65 and more years,Japanese,Married,Middle,Don't know,1
2019,Japan,JP-12 Chiba,Urban,Female,65 and more years,Japanese,Married,Middle,Lower middle class,3
2019,Japan,JP-12 Chiba,Urban,Female,65 and more years,Japanese,Married,Middle,Working class,2
2019,Japan,JP-12 Chiba,Urban,Female,65 and more years,Japanese,Widowed,Middle,Don't know,1
2019,Japan,JP-12 Chiba,Urban,Female,65 and more years,Japanese,Widowed,Middle,Lower middle class,2
2019,Japan,JP-12 Chiba,Urban,Female,65 and more years,Japanese,Widowed,Middle,Working class,2
2019,Japan,JP-12 Chiba,Urban,Male,16-24,Japanese,Single,Higher,Don't know,1
2019,Japan,JP-12 Chiba,Urban,Male,16-24,Japanese,Single,Higher,Lower middle class,1
2019,Japan,JP-12 Chiba,Urban,Male,25-34,Japanese,Divorced,Higher,Lower class,1
2019,Japan,JP-12 Chiba,Urban,Male,25-34,Japanese,Married,Higher,Lower middle class,3
2019,Japan,JP-12 Chiba,Urban,Male,25-34,Japanese,Single,Middle,Upper middle class,1
2019,Japan,JP-12 Chiba,Urban,Male,25-34,Japanese,Single,Middle,Working class,1
2019,Japan,JP-12 Chiba,Urban,Male,35-44,Japanese,Married,Higher,Lower middle class,2
2019,Japan,JP-12 Chiba,Urban,Male,35-44,Japanese,Married,Higher,Upper middle class,2
2019,Japan,JP-12 Chiba,Urban,Male,35-44,Japanese,Married,Higher,Working class,1
2019,Japan,JP-12 Chiba,Urban,Male,35-44,Japanese,Married,Lower,Lower class,1
2019,Japan,JP-12 Chiba,Urban,Male,35-44,Japanese,Married,Middle,Lower middle class,1
2019,Japan,JP-12 Chiba,Urban,Male,35-44,Japanese,Married,Middle,Working class,1
2019,Japan,JP-12 Chiba,Urban,Male,35-44,Japanese,Single,Higher,Upper middle class,1
2019,Japan,JP-12 Chiba,Urban,Male,45-54,Japanese,Divorced,Higher,Upper middle class,1
