V262: Year survey,B_COUNTRY_ALPHA: Country code ISO 3166 alpha,V256: Region where the interview was conducted,V240: Sex,V242: Age,V247: Language at home,V57: Marital status,V248R: Highest educational level: Respondent (recoded into 3 groups),V238: Social class (subjective),Counts
2013,-4,EG: Asyut,Female,33,Arabic,Married,Middle,Lower middle class,2
2013,-4,EG: Asyut,Female,34,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Asyut,Female,34,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Asyut,Female,35,Arabic,Divorced,Middle,Lower middle class,1
2013,-4,EG: Asyut,Female,35,Arabic,Married,Lower,Lower class,2
2013,-4,EG: Asyut,Female,35,Arabic,Married,Lower,Lower middle class,4
2013,-4,EG: Asyut,Female,35,Arabic,Single,Middle,Lower middle class,1
2013,-4,EG: Asyut,Female,36,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Female,36,Arabic,Single,Lower,Working class,1
2013,-4,EG: Asyut,Female,37,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Asyut,Female,38,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Female,38,Arabic,Married,Lower,Lower middle class,3
2013,-4,EG: Asyut,Female,39,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Female,40,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Female,40,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Asyut,Female,40,Arabic,Married,Lower,Working class,1
2013,-4,EG: Asyut,Female,42,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Female,43,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Female,43,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Asyut,Female,44,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Asyut,Female,45,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Asyut,Female,45,Arabic,Single,Lower,Lower class,1
2013,-4,EG: Asyut,Female,46,Arabic,Divorced,Lower,Lower class,1
2013,-4,EG: Asyut,Female,48,Arabic,Married,Lower,Lower middle class,4
2013,-4,EG: Asyut,Female,49,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Female,50,Arabic,Married,Higher,Lower class,1
2013,-4,EG: Asyut,Female,50,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Female,50,Arabic,Married,Lower,Lower middle class,3
2013,-4,EG: Asyut,Female,50,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Asyut,Female,52,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Female,55,Arabic,Married,Lower,Lower middle class,4
2013,-4,EG: Asyut,Female,55,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Asyut,Female,56,Arabic,Widowed,Lower,Lower middle class,1
2013,-4,EG: Asyut,Female,58,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Female,58,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Asyut,Female,59,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Asyut,Female,59,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Asyut,Female,60,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Female,60,Arabic,Married,Lower,Lower middle class,4
2013,-4,EG: Asyut,Female,60,Arabic,Married,Lower,Working class,1
2013,-4,EG: Asyut,Female,62,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Female,70,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Female,70,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Asyut,Female,72,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Female,79,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Asyut,Male,18,Arabic,Single,Middle,Lower middle class,1
2013,-4,EG: Asyut,Male,19,Arabic,Single,Higher,Lower class,1
2013,-4,EG: Asyut,Male,19,Arabic,Single,Middle,Lower middle class,1
2013,-4,EG: Asyut,Male,20,Arabic,Single,Middle,Lower middle class,2
2013,-4,EG: Asyut,Male,25,Arabic,Single,Middle,Lower middle class,2
2013,-4,EG: Asyut,Male,26,Arabic,Single,Lower,Lower middle class,1
2013,-4,EG: Asyut,Male,27,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Asyut,Male,28,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Asyut,Male,29,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Asyut,Male,31,Arabic,Single,Middle,Lower class,1
2013,-4,EG: Asyut,Male,32,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Male,32,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Asyut,Male,32,Arabic,Single,Higher,Lower middle class,1
2013,-4,EG: Asyut,Male,33,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Asyut,Male,36,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Male,40,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Asyut,Male,42,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Asyut,Male,43,Arabic,Married,Lower,Lower class,2
2013,-4,EG: Asyut,Male,44,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Asyut,Male,50,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Male,50,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Asyut,Male,55,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Asyut,Male,62,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Asyut,Male,65,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Male,68,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Asyut,Male,75,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Asyut,Male,78,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Asyut,Male,78,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Behaira,Female,18,Arabic,Single,Lower,Lower class,1
2013,-4,EG: Behaira,Female,19,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Female,19,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Behaira,Female,20,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Female,20,Arabic,Married,Lower,Working class,1
2013,-4,EG: Behaira,Female,20,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Behaira,Female,20,Arabic,Married,Middle,Lower middle class,2
2013,-4,EG: Behaira,Female,21,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Behaira,Female,22,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Behaira,Female,23,Arabic,Married,Middle,Working class,1
2013,-4,EG: Behaira,Female,23,Arabic,Single,Middle,Lower class,1
2013,-4,EG: Behaira,Female,24,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Female,25,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Female,25,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Behaira,Female,25,Arabic,Married,Middle,Lower class,3
2013,-4,EG: Behaira,Female,25,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Behaira,Female,25,Arabic,Single,Higher,Lower middle class,1
2013,-4,EG: Behaira,Female,26,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Behaira,Female,27,Arabic,Married,Higher,Lower class,1
2013,-4,EG: Behaira,Female,27,Arabic,Married,Middle,Upper middle class,1
2013,-4,EG: Behaira,Female,28,Arabic,Married,Middle,Lower class,4
2013,-4,EG: Behaira,Female,29,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Behaira,Female,29,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Behaira,Female,30,Arabic,Married,Lower,Lower class,3
2013,-4,EG: Behaira,Female,30,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Behaira,Female,30,Arabic,Married,Middle,Lower class,2
2013,-4,EG: Behaira,Female,31,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Behaira,Female,33,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Behaira,Female,34,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Female,34,Arabic,Widowed,Middle,Lower class,1
2013,-4,EG: Behaira,Female,35,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Female,35,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Behaira,Female,35,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Behaira,Female,36,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Female,37,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Behaira,Female,37,Arabic,Widowed,Middle,Lower class,1
2013,-4,EG: Behaira,Female,38,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Female,39,Arabic,Married,Lower,Lower class,2
2013,-4,EG: Behaira,Female,39,Arabic,Married,Lower,Working class,1
2013,-4,EG: Behaira,Female,39,Arabic,Widowed,Lower,Lower middle class,1
2013,-4,EG: Behaira,Female,40,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Behaira,Female,40,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Behaira,Female,42,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Female,42,Arabic,Married,Lower,Working class,1
2013,-4,EG: Behaira,Female,42,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Behaira,Female,42,Arabic,Married,Middle,Working class,1
2013,-4,EG: Behaira,Female,42,Arabic,Single,Middle,Lower class,1
2013,-4,EG: Behaira,Female,45,Arabic,Married,Lower,Lower class,3
2013,-4,EG: Behaira,Female,45,Arabic,Widowed,Lower,Lower class,2
2013,-4,EG: Behaira,Female,47,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Female,47,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Behaira,Female,49,Arabic,Married,Lower,Lower class,2
2013,-4,EG: Behaira,Female,49,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Behaira,Female,50,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Female,50,Arabic,Widowed,Lower,Lower class,2
2013,-4,EG: Behaira,Female,53,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Female,55,Arabic,Married,Lower,Lower class,2
2013,-4,EG: Behaira,Female,55,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Behaira,Female,56,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Behaira,Female,57,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Behaira,Female,58,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Behaira,Female,58,Arabic,Widowed,Lower,Lower middle class,1
2013,-4,EG: Behaira,Female,60,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Female,60,Arabic,Married,Lower,Upper middle class,1
2013,-4,EG: Behaira,Female,60,Arabic,Widowed,Lower,Lower class,2
2013,-4,EG: Behaira,Female,63,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Behaira,Female,64,Arabic,Widowed,Middle,Upper middle class,1
2013,-4,EG: Behaira,Female,65,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Female,65,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Behaira,Female,68,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Behaira,Female,73,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Behaira,Female,99,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Behaira,Male,18,Arabic,Single,Middle,Lower class,1
2013,-4,EG: Behaira,Male,19,Arabic,Single,Middle,Working class,1
2013,-4,EG: Behaira,Male,20,Arabic,Single,Middle,Working class,1
2013,-4,EG: Behaira,Male,23,Arabic,Single,Middle,Lower class,1
2013,-4,EG: Behaira,Male,24,Arabic,Single,Higher,Working class,1
2013,-4,EG: Behaira,Male,25,Arabic,Single,Middle,Lower class,1
2013,-4,EG: Behaira,Male,26,Arabic,Single,Middle,Upper middle class,1
2013,-4,EG: Behaira,Male,27,Arabic,Single,Higher,Upper middle class,1
2013,-4,EG: Behaira,Male,28,Arabic,Single,Middle,Working class,1
2013,-4,EG: Behaira,Male,30,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Behaira,Male,30,Arabic,Single,Middle,Lower middle class,1
2013,-4,EG: Behaira,Male,31,Arabic,Single,Middle,Lower middle class,1
2013,-4,EG: Behaira,Male,32,Arabic,Married,Lower,Working class,1
2013,-4,EG: Behaira,Male,32,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Behaira,Male,32,Arabic,Married,Middle,Upper middle class,1
2013,-4,EG: Behaira,Male,36,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Behaira,Male,36,Arabic,Married,Middle,Working class,1
2013,-4,EG: Behaira,Male,38,Arabic,Single,Lower,Working class,1
2013,-4,EG: Behaira,Male,39,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Behaira,Male,39,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Behaira,Male,40,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Male,41,Arabic,Married,Lower,Working class,1
2013,-4,EG: Behaira,Male,42,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Behaira,Male,45,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Behaira,Male,45,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Behaira,Male,47,Arabic,Married,Middle,Upper middle class,1
2013,-4,EG: Behaira,Male,50,Arabic,Married,Lower,Lower class,5
2013,-4,EG: Behaira,Male,50,Arabic,Married,Lower,Working class,1
2013,-4,EG: Behaira,Male,50,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Behaira,Male,51,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Behaira,Male,54,Arabic,Married,Lower,Working class,1
2013,-4,EG: Behaira,Male,55,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Behaira,Male,55,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Behaira,Male,55,Arabic,Married,Lower,Lower class,2
2013,-4,EG: Behaira,Male,55,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Behaira,Male,60,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Male,60,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Behaira,Male,64,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Behaira,Male,65,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Behaira,Male,77,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Female,18,Arabic,Single,Higher,Upper middle class,1
2013,-4,EG: Cairo,Female,18,Arabic,Single,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,18,Arabic,Single,Middle,Working class,1
2013,-4,EG: Cairo,Female,19,Arabic,Single,Lower,Lower middle class,1
2013,-4,EG: Cairo,Female,19,Arabic,Single,Middle,Lower class,1
2013,-4,EG: Cairo,Female,19,Arabic,Single,Middle,Upper middle class,1
2013,-4,EG: Cairo,Female,20,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Female,20,Arabic,Single,Higher,Lower middle class,1
2013,-4,EG: Cairo,Female,20,Arabic,Single,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,21,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Cairo,Female,21,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Female,21,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,21,Arabic,Single,Higher,Upper middle class,1
2013,-4,EG: Cairo,Female,21,Arabic,Widowed,Middle,Lower class,1
2013,-4,EG: Cairo,Female,22,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Female,22,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,22,Arabic,Single,Higher,Lower middle class,1
2013,-4,EG: Cairo,Female,22,Arabic,Single,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,23,Arabic,Single,Higher,Lower middle class,1
2013,-4,EG: Cairo,Female,24,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Cairo,Female,24,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Cairo,Female,24,Arabic,Married,Lower,Working class,3
2013,-4,EG: Cairo,Female,24,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Cairo,Female,24,Arabic,Single,Higher,Lower class,1
2013,-4,EG: Cairo,Female,24,Arabic,Single,Higher,Working class,1
2013,-4,EG: Cairo,Female,24,Arabic,Single,Middle,Working class,1
2013,-4,EG: Cairo,Female,25,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Cairo,Female,25,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,25,Arabic,Married,Middle,Working class,1
