A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Counts
2018,Iraq,IQ-AR Arbil,Urban,Female,25-34,Kurdish; Yezidi,Married,Higher,Lower middle class,1
2018,Iraq,IQ-AR Arbil,Urban,Female,25-34,Kurdish; Yezidi,Married,Higher,Working class,1
2018,Iraq,IQ-AR Arbil,Urban,Female,25-34,Kurdish; Yezidi,Single,Higher,Lower middle class,1
2018,Iraq,IQ-AR Arbil,Urban,Female,25-34,Kurdish; Yezidi,Single,Higher,Working class,2
2018,Iraq,IQ-AR Arbil,Urban,Female,35-44,Kurdish; Yezidi,Married,Higher,Lower middle class,3
2018,Iraq,IQ-AR Arbil,Urban,Female,35-44,Kurdish; Yezidi,Married,Higher,Working class,2
2018,Iraq,IQ-AR Arbil,Urban,Female,45-54,Kurdish; Yezidi,Married,Higher,Upper middle class,1
2018,Iraq,IQ-AR Arbil,Urban,Female,45-54,Kurdish; Yezidi,Married,Higher,Working class,1
2018,Iraq,IQ-AR Arbil,Urban,Female,45-54,Kurdish; Yezidi,Married,Lower,Lower class,1
2018,Iraq,IQ-AR Arbil,Urban,Female,55-64,Kurdish; Yezidi,Married,Higher,Working class,1
2018,Iraq,IQ-AR Arbil,Urban,Female,55-64,Kurdish; Yezidi,Married,Lower,Lower middle class,1
2018,Iraq,IQ-AR Arbil,Urban,Female,55-64,Kurdish; Yezidi,Widowed,Lower,Lower middle class,2
2018,Iraq,IQ-AR Arbil,Urban,Female,55-64,Kurdish; Yezidi,Widowed,Lower,Working class,1
2018,Iraq,IQ-AR Arbil,Urban,Male,16-24,Kurdish; Yezidi,Single,Higher,Lower middle class,2
2018,Iraq,IQ-AR Arbil,Urban,Male,16-24,Kurdish; Yezidi,Single,Middle,Lower middle class,1
2018,Iraq,IQ-AR Arbil,Urban,Male,16-24,Kurdish; Yezidi,Single,Middle,Working class,2
2018,Iraq,IQ-AR Arbil,Urban,Male,25-34,Kurdish; Yezidi,Married,Higher,Lower middle class,3
2018,Iraq,IQ-AR Arbil,Urban,Male,25-34,Kurdish; Yezidi,Married,Higher,Working class,3
2018,Iraq,IQ-AR Arbil,Urban,Male,25-34,Kurdish; Yezidi,Married,Lower,Lower middle class,1
2018,Iraq,IQ-AR Arbil,Urban,Male,25-34,Kurdish; Yezidi,Single,Higher,Lower middle class,2
2018,Iraq,IQ-AR Arbil,Urban,Male,25-34,Kurdish; Yezidi,Single,Higher,Upper middle class,1
2018,Iraq,IQ-AR Arbil,Urban,Male,35-44,Kurdish; Yezidi,Married,Higher,Lower middle class,3
2018,Iraq,IQ-AR Arbil,Urban,Male,35-44,Kurdish; Yezidi,Married,Higher,Upper middle class,1
2018,Iraq,IQ-AR Arbil,Urban,Male,45-54,Kurdish; Yezidi,Married,Lower,Lower middle class,1
2018,Iraq,IQ-AR Arbil,Urban,Male,45-54,Kurdish; Yezidi,Married,Middle,Upper middle class,1
2018,Iraq,IQ-AR Arbil,Urban,Male,55-64,Kurdish; Yezidi,Married,Lower,Lower middle class,1
2018,Iraq,IQ-AR Arbil,Urban,Male,55-64,Kurdish; Yezidi,Married,Lower,Working class,1
2018,Iraq,IQ-AR Arbil,Urban,Male,65 and more years,Kurdish; Yezidi,Married,Lower,Lower middle class,1
2018,Iraq,IQ-AR Arbil,Urban,Male,65 and more years,Kurdish; Yezidi,Married,Lower,Upper middle class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Female,16-24,Arabic,Single,Middle,Lower middle class,3
2018,Iraq,IQ-BA Al Basrah,Rural,Female,25-34,Arabic,Divorced,Middle,Working class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Female,25-34,Arabic,Married,Higher,Upper class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Female,25-34,Arabic,Married,Higher,Working class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Female,25-34,Arabic,Married,Middle,Working class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Female,35-44,Arabic,Married,Higher,Working class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Female,35-44,Arabic,Married,Lower,Lower middle class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Female,45-54,Arabic,Married,Higher,Lower middle class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Female,45-54,Arabic,Married,Lower,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,16-24,Arabic,Single,Higher,Lower middle class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,16-24,Arabic,Single,Higher,Upper class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,16-24,Arabic,Single,Higher,Working class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,16-24,Arabic,Single,Middle,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,16-24,Arabic,Single,Middle,Lower middle class,2
2018,Iraq,IQ-BA Al Basrah,Rural,Male,16-24,Arabic,Single,Middle,Working class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,25-34,Arabic,Divorced,Lower,Lower middle class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,25-34,Arabic,Married,Higher,Lower middle class,2
2018,Iraq,IQ-BA Al Basrah,Rural,Male,25-34,Arabic,Married,Higher,Working class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,25-34,Arabic,Married,Lower,Upper class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,25-34,Arabic,Married,Middle,Lower middle class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,25-34,Arabic,Single,Higher,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,25-34,Arabic,Single,Higher,Lower middle class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,25-34,Arabic,Single,Higher,Working class,2
2018,Iraq,IQ-BA Al Basrah,Rural,Male,35-44,Arabic,Single,Higher,Working class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,45-54,Arabic,Married,Higher,Lower middle class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,45-54,Arabic,Married,Higher,Upper class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,45-54,Arabic,Married,Higher,Working class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,45-54,Arabic,Married,Middle,Lower middle class,2
2018,Iraq,IQ-BA Al Basrah,Rural,Male,45-54,Arabic,Married,Middle,Upper middle class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,45-54,Arabic,Married,Middle,Working class,1
2018,Iraq,IQ-BA Al Basrah,Rural,Male,55-64,Arabic,Married,Higher,Working class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,16-24,Arabic,Single,Higher,Upper class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,16-24,Arabic,Single,Higher,Working class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,16-24,Arabic,Single,Lower,Working class,3
2018,Iraq,IQ-BA Al Basrah,Urban,Female,25-34,Arabic,Married,Higher,Upper class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,25-34,Arabic,Married,Higher,Working class,2
2018,Iraq,IQ-BA Al Basrah,Urban,Female,25-34,Arabic,Married,Lower,Lower class,4
2018,Iraq,IQ-BA Al Basrah,Urban,Female,25-34,Arabic,Married,Lower,Lower middle class,3
2018,Iraq,IQ-BA Al Basrah,Urban,Female,25-34,Arabic,Married,Lower,Upper class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,25-34,Arabic,Married,Lower,Working class,5
2018,Iraq,IQ-BA Al Basrah,Urban,Female,25-34,Arabic,Married,Middle,Upper class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,35-44,Arabic,Divorced,Lower,Working class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,35-44,Arabic,Married,Higher,Lower middle class,3
2018,Iraq,IQ-BA Al Basrah,Urban,Female,35-44,Arabic,Married,Higher,Working class,2
2018,Iraq,IQ-BA Al Basrah,Urban,Female,35-44,Arabic,Married,Lower,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,35-44,Arabic,Married,Lower,Lower middle class,3
2018,Iraq,IQ-BA Al Basrah,Urban,Female,35-44,Arabic,Married,Lower,Working class,5
2018,Iraq,IQ-BA Al Basrah,Urban,Female,35-44,Arabic,Married,Middle,Lower middle class,2
2018,Iraq,IQ-BA Al Basrah,Urban,Female,35-44,Arabic,Separated,Lower,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,35-44,Arabic,Single,Lower,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,35-44,Arabic,Single,Lower,Working class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,35-44,Arabic,Single,Middle,Working class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,45-54,Arabic,Married,Higher,Lower middle class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,45-54,Arabic,Married,Higher,Working class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,45-54,Arabic,Married,Lower,Lower middle class,2
2018,Iraq,IQ-BA Al Basrah,Urban,Female,45-54,Arabic,Married,Lower,Working class,4
2018,Iraq,IQ-BA Al Basrah,Urban,Female,45-54,Arabic,Married,Middle,Working class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,45-54,Arabic,Widowed,Lower,Working class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,55-64,Arabic,Married,Lower,Working class,3
2018,Iraq,IQ-BA Al Basrah,Urban,Female,55-64,Arabic,Widowed,Lower,Working class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Female,65 and more years,Arabic,Married,Lower,Working class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,16-24,Arabic,Married,Higher,Upper class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,16-24,Arabic,Married,Lower,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,16-24,Arabic,Married,Lower,Lower middle class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,16-24,Arabic,Married,Lower,Working class,4
2018,Iraq,IQ-BA Al Basrah,Urban,Male,16-24,Arabic,Married,Middle,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,16-24,Arabic,Single,Higher,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,16-24,Arabic,Single,Lower,Lower middle class,5
2018,Iraq,IQ-BA Al Basrah,Urban,Male,16-24,Arabic,Single,Lower,Working class,2
2018,Iraq,IQ-BA Al Basrah,Urban,Male,16-24,Arabic,Single,Middle,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,16-24,Arabic,Single,Middle,Lower middle class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,16-24,Arabic,Single,Middle,Working class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,16-24,Arabic,Widowed,Lower,Lower middle class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,16-24,Kurdish; Yezidi,Single,Lower,Working class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,25-34,Arabic,Married,Higher,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,25-34,Arabic,Married,Higher,Lower middle class,4
2018,Iraq,IQ-BA Al Basrah,Urban,Male,25-34,Arabic,Married,Higher,Upper class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,25-34,Arabic,Married,Lower,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,25-34,Arabic,Married,Lower,Lower middle class,2
2018,Iraq,IQ-BA Al Basrah,Urban,Male,25-34,Arabic,Married,Lower,Working class,5
2018,Iraq,IQ-BA Al Basrah,Urban,Male,25-34,Arabic,Married,Middle,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,25-34,Arabic,Married,Middle,Lower middle class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,25-34,Arabic,Single,Higher,Lower middle class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,25-34,Arabic,Single,Higher,Working class,2
2018,Iraq,IQ-BA Al Basrah,Urban,Male,25-34,Arabic,Single,Middle,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,25-34,Arabic,Single,Middle,Lower middle class,5
2018,Iraq,IQ-BA Al Basrah,Urban,Male,25-34,Arabic,Single,Middle,Working class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,35-44,Arabic,Divorced,Higher,Working class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,35-44,Arabic,Married,Higher,Working class,5
2018,Iraq,IQ-BA Al Basrah,Urban,Male,35-44,Arabic,Married,Lower,Lower middle class,4
2018,Iraq,IQ-BA Al Basrah,Urban,Male,35-44,Arabic,Married,Lower,Working class,5
2018,Iraq,IQ-BA Al Basrah,Urban,Male,35-44,Arabic,Married,Middle,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,35-44,Arabic,Married,Middle,Lower middle class,2
2018,Iraq,IQ-BA Al Basrah,Urban,Male,35-44,Arabic,Widowed,Middle,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,35-44,Turkmen,Married,Lower,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,45-54,Arabic,Married,Higher,Working class,4
2018,Iraq,IQ-BA Al Basrah,Urban,Male,45-54,Arabic,Married,Lower,Lower middle class,2
2018,Iraq,IQ-BA Al Basrah,Urban,Male,45-54,Arabic,Married,Lower,Working class,2
2018,Iraq,IQ-BA Al Basrah,Urban,Male,45-54,Arabic,Married,Middle,Lower class,2
2018,Iraq,IQ-BA Al Basrah,Urban,Male,45-54,Arabic,Married,Middle,Lower middle class,3
2018,Iraq,IQ-BA Al Basrah,Urban,Male,45-54,Arabic,Married,Middle,Working class,2
2018,Iraq,IQ-BA Al Basrah,Urban,Male,45-54,Arabic,Single,Higher,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,45-54,Arabic,Single,Lower,Working class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,55-64,Arabic,Married,Lower,Lower class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,55-64,Arabic,Married,Lower,Lower middle class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,55-64,Arabic,Married,Lower,Working class,2
2018,Iraq,IQ-BA Al Basrah,Urban,Male,55-64,Arabic,Married,Middle,Lower middle class,1
2018,Iraq,IQ-BA Al Basrah,Urban,Male,65 and more years,Arabic,Married,Lower,Working class,1
2018,Iraq,IQ-BB Babil,Rural,Female,16-24,Arabic,Married,Higher,Working class,1
2018,Iraq,IQ-BB Babil,Rural,Female,16-24,Arabic,Single,Higher,Lower middle class,1
2018,Iraq,IQ-BB Babil,Rural,Female,16-24,Arabic,Single,Lower,Lower middle class,1
2018,Iraq,IQ-BB Babil,Rural,Female,16-24,Arabic,Single,Middle,Lower middle class,3
2018,Iraq,IQ-BB Babil,Rural,Female,16-24,Arabic,Single,Middle,Upper middle class,1
2018,Iraq,IQ-BB Babil,Rural,Female,16-24,Arabic,Single,Middle,Working class,1
2018,Iraq,IQ-BB Babil,Rural,Female,25-34,Arabic,Married,Higher,Lower class,3
2018,Iraq,IQ-BB Babil,Rural,Female,25-34,Arabic,Married,Higher,Lower middle class,1
2018,Iraq,IQ-BB Babil,Rural,Female,25-34,Arabic,Married,Higher,Upper class,1
2018,Iraq,IQ-BB Babil,Rural,Female,25-34,Arabic,Married,Lower,Working class,2
2018,Iraq,IQ-BB Babil,Rural,Female,25-34,Arabic,Married,Middle,Lower class,1
2018,Iraq,IQ-BB Babil,Rural,Female,25-34,Arabic,Married,Middle,Lower middle class,1
2018,Iraq,IQ-BB Babil,Rural,Female,25-34,Arabic,Married,Middle,Working class,1
2018,Iraq,IQ-BB Babil,Rural,Female,25-34,Arabic,Single,Higher,Working class,1
2018,Iraq,IQ-BB Babil,Rural,Female,25-34,Arabic,Single,Lower,Lower middle class,1
2018,Iraq,IQ-BB Babil,Rural,Female,25-34,Arabic,Single,Middle,Working class,1
2018,Iraq,IQ-BB Babil,Rural,Female,35-44,Arabic,Married,Higher,Lower middle class,1
2018,Iraq,IQ-BB Babil,Rural,Female,35-44,Arabic,Married,Higher,Working class,1
2018,Iraq,IQ-BB Babil,Rural,Female,35-44,Arabic,Married,Lower,Lower class,1
2018,Iraq,IQ-BB Babil,Rural,Female,35-44,Arabic,Married,Lower,Lower middle class,2
2018,Iraq,IQ-BB Babil,Rural,Female,35-44,Arabic,Married,Lower,Working class,2
2018,Iraq,IQ-BB Babil,Rural,Female,35-44,Arabic,Married,Middle,Working class,2
2018,Iraq,IQ-BB Babil,Rural,Female,35-44,Arabic,Widowed,Lower,Working class,1
2018,Iraq,IQ-BB Babil,Rural,Female,45-54,Arabic,Married,Lower,Lower middle class,2
2018,Iraq,IQ-BB Babil,Rural,Female,45-54,Arabic,Married,Lower,Working class,3
2018,Iraq,IQ-BB Babil,Rural,Female,45-54,Arabic,Married,Middle,Lower class,1
2018,Iraq,IQ-BB Babil,Rural,Female,55-64,Arabic,Widowed,Lower,Lower middle class,1
2018,Iraq,IQ-BB Babil,Rural,Male,16-24,Arabic,Single,Middle,Lower middle class,1
2018,Iraq,IQ-BB Babil,Rural,Male,25-34,Arabic,Married,Higher,Lower class,2
2018,Iraq,IQ-BB Babil,Rural,Male,25-34,Arabic,Married,Higher,Working class,1
2018,Iraq,IQ-BB Babil,Rural,Male,25-34,Arabic,Married,Lower,Lower middle class,1
2018,Iraq,IQ-BB Babil,Rural,Male,25-34,Arabic,Married,Lower,Working class,1
2018,Iraq,IQ-BB Babil,Rural,Male,25-34,Arabic,Married,Middle,Working class,1
2018,Iraq,IQ-BB Babil,Rural,Male,25-34,Arabic,Single,Lower,Lower class,1
2018,Iraq,IQ-BB Babil,Rural,Male,35-44,Arabic,Married,Higher,Lower class,1
2018,Iraq,IQ-BB Babil,Rural,Male,35-44,Arabic,Married,Higher,Working class,1
2018,Iraq,IQ-BB Babil,Rural,Male,35-44,Arabic,Married,Lower,Lower class,1
