V260: Year survey,B_COUNTRY_ALPHA: Country code ISO 3166 alpha,N_REGION_ISO: Region ISO,G_TOWNSIZE2: Settlement size_5 groups,V235: Sex,V237R: Age recoded (6 intervals),V222: Language at home,V55: Marital status,V238R: Highest educational level: Respondent (recoded into 3 groups),V252: Social class (subjective),Counts
2006,-4,IN-AP Andhra Pradesh,"Under 5,000",Male,55-64,Telugu,Married,Lower,Don´t know,1
2006,-4,IN-AP Andhra Pradesh,"Under 5,000",Male,55-64,Telugu,Married,Lower,Lower middle class,1
2006,-4,IN-AP Andhra Pradesh,"Under 5,000",Male,55-64,Telugu,Married,Lower,Working class,1
2006,-4,IN-AP Andhra Pradesh,"Under 5,000",Male,"65 and more years""",Telugu,Living together as married,Lower,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Female,15-24,Assamese,Single/Never married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Female,15-24,Assamese,Single/Never married,Higher,Upper middle class,1
2006,-4,IN-AS Assam,5000-20000,Female,15-24,Marwari,Single/Never married,Higher,Upper middle class,1
2006,-4,IN-AS Assam,5000-20000,Female,15-24,Marwari,Single/Never married,Middle,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Female,25-34,Assamese,Living together as married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Female,25-34,Assamese,Married,Higher,Lower class,1
2006,-4,IN-AS Assam,5000-20000,Female,25-34,Assamese,Married,Higher,Lower middle class,2
2006,-4,IN-AS Assam,5000-20000,Female,25-34,Assamese,Married,Higher,Upper middle class,1
2006,-4,IN-AS Assam,5000-20000,Female,25-34,Assamese,Single/Never married,Higher,Upper middle class,1
2006,-4,IN-AS Assam,5000-20000,Female,25-34,Bengali; Bangla,Married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Female,25-34,Nepali,Married,Middle,Lower class,1
2006,-4,IN-AS Assam,5000-20000,Female,35-44,Assamese,Married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Female,35-44,Assamese,Married,Middle,Lower class,2
2006,-4,IN-AS Assam,5000-20000,Female,35-44,Assamese,Married,Middle,Working class,1
2006,-4,IN-AS Assam,5000-20000,Female,35-44,Hindi,Married,Middle,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Female,35-44,Urdu,Married,Higher,Lower class,1
2006,-4,IN-AS Assam,5000-20000,Female,45-54,Assamese,Married,Higher,Upper middle class,1
2006,-4,IN-AS Assam,5000-20000,Female,45-54,Nepali,Married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Male,15-24,Assamese,Single/Never married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Male,15-24,Assamese,Single/Never married,Higher,Upper class,1
2006,-4,IN-AS Assam,5000-20000,Male,15-24,Bengali; Bangla,Single/Never married,Higher,Lower class,1
2006,-4,IN-AS Assam,5000-20000,Male,15-24,Bengali; Bangla,Single/Never married,Middle,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Male,15-24,Hindi,Single/Never married,Higher,Upper middle class,2
2006,-4,IN-AS Assam,5000-20000,Male,15-24,Nepali,Single/Never married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Male,15-24,Urdu,Single/Never married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Male,25-34,Assamese,Single/Never married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Male,25-34,Bengali; Bangla,Married,Higher,Lower middle class,2
2006,-4,IN-AS Assam,5000-20000,Male,25-34,Bengali; Bangla,Single/Never married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Male,25-34,Nepali,Married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Male,25-34,Oriya,Married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Male,35-44,Assamese,Married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Male,45-54,Assamese,Married,Higher,Upper middle class,1
2006,-4,IN-AS Assam,5000-20000,Male,45-54,Nepali,Married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,5000-20000,Male,45-54,"Punjabi, Panjabi",Married,Higher,Upper middle class,1
2006,-4,IN-AS Assam,5000-20000,Male,55-64,Assamese,Married,Higher,Working class,1
2006,-4,IN-AS Assam,"Under 5,000",Female,15-24,Assamese,Single/Never married,Higher,Lower middle class,3
2006,-4,IN-AS Assam,"Under 5,000",Female,25-34,Assamese,Married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,"Under 5,000",Male,15-24,Assamese,Single/Never married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,"Under 5,000",Male,15-24,Assamese,Single/Never married,Middle,Upper middle class,1
2006,-4,IN-AS Assam,"Under 5,000",Male,25-34,Assamese,Married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,"Under 5,000",Male,25-34,Assamese,Single/Never married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,"Under 5,000",Male,35-44,Assamese,Married,Higher,Lower middle class,3
2006,-4,IN-AS Assam,"Under 5,000",Male,45-54,Assamese,Married,Higher,Lower middle class,1
2006,-4,IN-AS Assam,"Under 5,000",Male,45-54,Assamese,Married,Lower,Lower middle class,1
2006,-4,IN-BR Bihar,5000-20000,Female,25-34,Hindi,Married,Higher,Lower middle class,1
2006,-4,IN-BR Bihar,5000-20000,Female,25-34,Hindi,Married,Higher,Upper middle class,1
2006,-4,IN-BR Bihar,5000-20000,Female,25-34,Hindi,Married,Middle,Upper middle class,1
2006,-4,IN-BR Bihar,5000-20000,Female,25-34,Other,Married,Higher,Upper class,1
2006,-4,IN-BR Bihar,5000-20000,Female,25-34,Other,Married,Middle,Upper class,2
2006,-4,IN-BR Bihar,5000-20000,Female,35-44,Hindi,Married,Higher,Upper class,1
2006,-4,IN-BR Bihar,5000-20000,Female,35-44,Other,Married,Lower,Upper class,1
2006,-4,IN-BR Bihar,5000-20000,Female,35-44,Other,Married,Middle,Upper class,1
2006,-4,IN-BR Bihar,5000-20000,Female,35-44,Other,Married,Middle,Upper middle class,1
2006,-4,IN-BR Bihar,5000-20000,Female,45-54,Hindi,Married,Higher,Lower middle class,1
2006,-4,IN-BR Bihar,5000-20000,Female,45-54,Other,Married,Middle,Lower middle class,1
2006,-4,IN-BR Bihar,5000-20000,Female,55-64,Other,Married,Lower,Upper middle class,1
2006,-4,IN-BR Bihar,5000-20000,Female,"65 and more years""",Hindi,Widowed,Lower,Working class,1
2006,-4,IN-BR Bihar,5000-20000,Male,15-24,Other,Married,Higher,Upper class,1
2006,-4,IN-BR Bihar,5000-20000,Male,15-24,Other,Single/Never married,Higher,Upper middle class,1
2006,-4,IN-BR Bihar,5000-20000,Male,25-34,Hindi,Married,Higher,Upper class,1
2006,-4,IN-BR Bihar,5000-20000,Male,25-34,Hindi,Married,Middle,Lower middle class,1
2006,-4,IN-BR Bihar,5000-20000,Male,25-34,Other,Married,Higher,Upper class,1
2006,-4,IN-BR Bihar,5000-20000,Male,25-34,Other,Married,Lower,Upper class,1
2006,-4,IN-BR Bihar,5000-20000,Male,25-34,Other,Married,Middle,Lower class,1
2006,-4,IN-BR Bihar,5000-20000,Male,35-44,Other,Married,Higher,Upper class,1
2006,-4,IN-BR Bihar,5000-20000,Male,35-44,Other,Married,Lower,Lower class,1
2006,-4,IN-BR Bihar,5000-20000,Male,35-44,Other,Married,Lower,Lower middle class,1
2006,-4,IN-BR Bihar,5000-20000,Male,35-44,Other,Married,Middle,Upper class,1
2006,-4,IN-BR Bihar,5000-20000,Male,45-54,Hindi,Married,Higher,Upper middle class,1
2006,-4,IN-BR Bihar,5000-20000,Male,45-54,Other,Married,Higher,Upper class,1
2006,-4,IN-BR Bihar,5000-20000,Male,45-54,Other,Married,Lower,Lower class,1
2006,-4,IN-BR Bihar,5000-20000,Male,45-54,Other,Married,Middle,Upper class,2
2006,-4,IN-BR Bihar,5000-20000,Male,45-54,Other,Married,Middle,Upper middle class,1
2006,-4,IN-BR Bihar,5000-20000,Male,55-64,Other,Married,Higher,Upper class,1
2006,-4,IN-BR Bihar,5000-20000,Male,"65 and more years""",Other,Married,Lower,Upper class,1
2006,-4,IN-BR Bihar,5000-20000,Male,"65 and more years""",Other,Married,Lower,Upper middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,15-24,Gujarati,Married,Middle,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,15-24,Other,Married,Lower,Lower class,2
2006,-4,IN-BR Bihar,"Under 5,000",Female,15-24,Other,Married,Lower,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,25-34,Hindi,Married,Higher,Lower middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,25-34,Hindi,Married,Higher,Upper middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,25-34,Hindi,Married,Lower,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,25-34,Hindi,Married,Middle,Lower class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,25-34,Hindi,Married,Middle,Lower middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,25-34,Other,Married,Higher,Lower middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,25-34,Other,Married,Lower,Lower class,5
2006,-4,IN-BR Bihar,"Under 5,000",Female,25-34,Other,Married,Lower,Working class,4
2006,-4,IN-BR Bihar,"Under 5,000",Female,25-34,Other,Married,Middle,Lower middle class,2
2006,-4,IN-BR Bihar,"Under 5,000",Female,35-44,Bengali; Bangla,Married,Lower,Lower middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,35-44,Hindi,Married,Lower,Lower class,3
2006,-4,IN-BR Bihar,"Under 5,000",Female,35-44,Hindi,Married,Lower,Working class,3
2006,-4,IN-BR Bihar,"Under 5,000",Female,35-44,Other,Married,Lower,Lower class,7
2006,-4,IN-BR Bihar,"Under 5,000",Female,35-44,Other,Married,Lower,Lower middle class,2
2006,-4,IN-BR Bihar,"Under 5,000",Female,35-44,Other,Married,Lower,Working class,5
2006,-4,IN-BR Bihar,"Under 5,000",Female,35-44,Other,Married,Middle,Lower middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,35-44,Other,Widowed,Higher,Lower class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,45-54,Hindi,Married,Lower,Lower class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,45-54,Hindi,Married,Lower,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,45-54,Hindi,Married,Middle,Lower middle class,2
2006,-4,IN-BR Bihar,"Under 5,000",Female,45-54,Other,Married,Lower,Lower class,2
2006,-4,IN-BR Bihar,"Under 5,000",Female,45-54,Other,Married,Lower,Lower middle class,3
2006,-4,IN-BR Bihar,"Under 5,000",Female,45-54,Other,Married,Lower,Working class,3
2006,-4,IN-BR Bihar,"Under 5,000",Female,45-54,Other,Married,Middle,Lower middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,45-54,Other,Married,Middle,Upper class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,45-54,Other,Widowed,Middle,Lower middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,45-54,Other,Widowed,Middle,Upper middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,55-64,Hindi,Married,Lower,Upper middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,55-64,Hindi,Widowed,Lower,Lower class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,55-64,Other,Married,Lower,Lower class,3
2006,-4,IN-BR Bihar,"Under 5,000",Female,55-64,Other,Widowed,Middle,Upper middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,"65 and more years""",Hindi,Married,Lower,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,"65 and more years""",Other,Married,Lower,Lower class,3
2006,-4,IN-BR Bihar,"Under 5,000",Female,"65 and more years""",Other,Married,Lower,Lower middle class,3
2006,-4,IN-BR Bihar,"Under 5,000",Female,"65 and more years""",Other,Married,Lower,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,"65 and more years""",Other,Widowed,Lower,Lower middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Female,"65 and more years""",Other,Widowed,Lower,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,15-24,Assamese,Married,Lower,Lower middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,15-24,Hindi,Married,Middle,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,15-24,Hindi,Single/Never married,Higher,Upper middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,15-24,Other,Married,Higher,Upper middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,15-24,Other,Married,Lower,Lower class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,15-24,Other,Single/Never married,Higher,Lower middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,15-24,Other,Single/Never married,Middle,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,25-34,Hindi,Married,Higher,Lower middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,25-34,Hindi,Married,Higher,Upper middle class,2
2006,-4,IN-BR Bihar,"Under 5,000",Male,25-34,Hindi,Married,Higher,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,25-34,Hindi,Married,Lower,Lower middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,25-34,Hindi,Married,Lower,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,25-34,Hindi,Married,Middle,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,25-34,Hindi,Single/Never married,Higher,Lower middle class,2
2006,-4,IN-BR Bihar,"Under 5,000",Male,25-34,Other,Married,Higher,Lower middle class,2
2006,-4,IN-BR Bihar,"Under 5,000",Male,25-34,Other,Married,Lower,Lower class,4
2006,-4,IN-BR Bihar,"Under 5,000",Male,25-34,Other,Married,Lower,Upper class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,25-34,Other,Married,Lower,Working class,2
2006,-4,IN-BR Bihar,"Under 5,000",Male,25-34,Other,Married,Middle,Lower middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,25-34,Other,Married,Middle,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,25-34,Other,Single/Never married,Middle,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,35-44,Hindi,Married,Higher,Lower middle class,3
2006,-4,IN-BR Bihar,"Under 5,000",Male,35-44,Hindi,Married,Higher,Upper middle class,2
2006,-4,IN-BR Bihar,"Under 5,000",Male,35-44,Hindi,Married,Higher,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,35-44,Hindi,Married,Middle,Lower class,2
2006,-4,IN-BR Bihar,"Under 5,000",Male,35-44,Hindi,Married,Middle,Lower middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,35-44,Other,Married,Higher,Lower middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,35-44,Other,Married,Higher,Upper class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,35-44,Other,Married,Higher,Upper middle class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,35-44,Other,Married,Higher,Working class,1
2006,-4,IN-BR Bihar,"Under 5,000",Male,35-44,Other,Married,Lower,Lower class,4
